position.lat,position.lon,fishing.totalDistanceKm,fishing.averageSpeedKnots,fishing.averageDurationHours,distances.startDistanceFromShoreKm,distances.endDistanceFromShoreKm,distances.startDistanceFromPortKm,distances.endDistanceFromPortKm,regions.eez12Nm,regions.highSeas,regions.eez,vessel.type_fishing,target_risk
22.217,114.4402,22.16709312086445,3.657894736842105,,9,14,9.819628,14.74216,[],[],['8486'],1,0
21.8543,114.2672,3.085143464965514,2.716666666666667,,17,17,23.350936,22.262885,['8486'],[],['8486'],1,0
34.8197,124.0667,33.48328647393414,3.40677966101695,,102,104,103.576211,104.811312,[],[],['8327'],1,0
10.363,107.2123,10.407609464231786,1.488235294117647,,5,0,9.358314,9.363671,[],[],['8484'],1,0
34.4405,127.5408,32.441750309690995,3.6615658427101456,,2,3,22.68235,18.399246,[],[],['8327'],1,0
34.3086,122.7616,58.94523954300389,3.95432098765432,,211,212,184.644859,199.023125,[],[],['8486'],1,0
21.6914,114.6798,15.83357030764524,2.8739130434782605,,56,59,44.545828,46.073988,[],[],['8486'],1,0
10.7461,83.32,10.559160515550376,3.9131578947368415,,314,324,323.30615600000004,333.459906,[],[],['8346'],1,0
32.7776,126.6412,13.313639452682906,2.6947368383407597,,52,52,51.078504,52.16793,[],[],['8327'],1,0
19.2741,63.2253,1.053453003822118,0.4666666736205418,,467,468,543.362875,543.336375,[],['63203'],[],1,1
8.3234,109.0326,14.648347206478023,3.1190476190476195,,245,231,304.64668800000004,297.666719,[],[],['8484'],1,0
14.6744,109.4999,4.432005334731401,2.3666666666666667,,45,45,100.422617,104.713469,[],[],['8484'],1,0
33.0435,126.5669,19.667236879945385,2.608108104886236,,33,16,31.810346000000003,15.678192999999998,['8327'],[],['8327'],1,0
-7.7447,-150.979,1.4935850446051189,0.94,,253,254,859.552812,860.59875,[],[],['8441'],1,0
-5.8163,-22.5937,23.255268528502857,4.985714285714286,,941,927,940.88675,926.390375,[],['63203'],[],1,0
6.132,81.8399,14.986584149429545,3.1163265306122456,,40,43,77.426234,87.370016,[],[],['8346'],1,0
34.4482,122.6377,65.87736025433132,3.870833333333332,,199,220,176.24409400000002,206.390562,[],[],['8486'],1,0
11.124,108.7821,7.042118196501248,1.5816513716217568,,8,9,95.585398,93.631609,[],[],['8484'],1,0
20.5469,-17.2923,64.21029272875386,3.486144583292277,,42,40,39.919230000000006,41.002789,[],[],['8369'],1,0
10.1697,107.1195,12.586992031526092,0.9520000000000004,,18,19,8.447744,13.25982,[],[],['8484'],1,0
10.2446,107.0925,51.92292654467483,2.4341666666666684,,16,11,5.5597460000000005,13.546955,[],[],['8484'],1,0
-73.4717,-177.4102,27.990596161632627,1.8164948411413888,,388,414,3037.0465,3045.6315,[],['63203'],[],1,0
21.0703,110.6919,10.20771923938584,2.6951219512195133,,13,14,0.0,0.0,[],[],['8486'],1,0
19.3208,105.96,5.201957100935546,3.2769230769230764,,7,5,14.691524,14.731303,['8484'],[],['8484'],1,0
34.2499,122.8353,5.704116942651266,9.366666666666664,,210,204,190.113734,195.948266,[],[],['8486'],1,0
35.306,121.6952,68.26715421456419,3.41048951048951,,115,103,93.682078,87.580766,[],[],['8486'],1,0
4.5783,103.5318,1.73083620514819,1.52,,7,8,5.652481,5.652406,[],[],['8483'],1,0
22.4009,120.4256,13.8299706772925,1.742222222222222,,5,4,5.412851,5.5597460000000005,[],[],['8321'],1,0
-7.7572,-176.5349,119.7971270005739,4.202727272727271,,395,367,442.907625,496.823,[],['63203'],[],1,1
20.55,109.7412,14.910665848316018,2.7210526315789467,,10,6,11.507333,8.620776,['8486'],[],['8486'],1,0
20.8484,113.6023,103.02672929308746,3.168556701030928,,101,108,101.473062,109.292109,[],[],['8486'],1,0
24.8525,121.8577,15.43832408328692,2.378527607361964,,3,3,2.442088,2.017664,[],[],['8321'],1,0
15.4672,109.023,28.43982114466752,3.4909090909090907,,7,8,22.537268,26.873693,[],[],['8484'],1,0
10.3362,107.0085,6.674980741623412,2.334375,,7,5,3.281778,1.0938910000000002,[],[],['8484'],1,0
35.1539,129.2361,15.312329092703203,2.6125000000000003,,4,4,5.567599,5.8492370000000005,['8327'],[],['8327'],1,0
36.4973,122.7204,1.3765786951441397,1.2428571368966783,,49,48,38.223207,37.289168,[],[],['8486'],1,0
8.0406,107.0867,17.026169129553097,2.941935483870968,,83,77,249.076625,236.93675,[],[],['8484'],1,0
21.5283,112.3996,47.19382082533522,2.753571428571428,,16,6,16.139362,6.366734,[],[],['8486'],1,0
10.2597,107.1336,66.32281089454086,2.824411764705881,,8,9,1.094203,16.409037,[],[],['8484'],1,0
34.5398,122.7231,68.57684327521616,4.050000012824029,,206,198,186.854531,199.327828,[],[],"['8327', '8486']",1,0
21.4115,112.6742,56.87445898781993,2.9099099099099104,,22,17,21.751143,19.156195,['8486'],[],['8486'],1,0
38.8013,118.822,23.068269989675755,1.5825757575757575,,31,23,1.734384,8.937717000000001,[],[],['8486'],1,0
33.6289,134.49,10.723942271399618,1.6559139784946226,,2,0,29.077924,27.159109,[],[],['8487'],1,0
33.6678,122.5785,36.05963260294499,6.122058823529413,,169,177,139.515875,146.188969,[],[],['8486'],1,0
20.773,113.7371,7.468940238947582,3.289473684210526,,123,121,118.668445,118.372742,[],[],['8486'],1,0
53.0484,159.2903,12.39627586398519,3.546153846153845,,13,9,38.072211,44.023289,[],[],['5690'],1,0
29.2022,-94.3957,36.617511219655405,2.4871165644171773,,28,34,0.971024,5.901765,['8456'],[],['8456'],1,0
20.5881,112.8369,18.01846241844037,2.814285714285715,,113,106,115.684602,108.990773,[],[],['8486'],1,0
20.7584,108.9326,15.708612732963568,3.1375,,38,26,3.494164,4.567617,[],[],['8486'],1,0
62.6981,5.1412,18.849722346933373,2.175903622644493,,35,43,39.214457,46.031895,[],[],['5686'],1,0
34.844,129.0417,7.52085844441464,0.794809692639175,,24,22,17.659016,15.567289,['8327'],[],['8327'],1,0
22.7562,121.1923,16.876839044716306,5.3945945945945954,,4,2,82.635945,80.554156,[],[],['8321'],1,0
20.7832,112.7942,23.373805618821976,2.768181818181818,,92,86,95.331141,88.980102,[],[],['8486'],1,0
34.9931,128.9834,14.81295534854936,2.349101797549309,,6,4,6.472606,3.642977,[],[],['8327'],1,0
35.0392,129.0996,6.130964961662095,2.874285714285714,,3,3,0.0,2.873932,['8327'],[],['8327'],1,0
33.7954,122.9969,5.099045206193963,7.363636363636364,,197,193,182.009297,186.751781,[],[],['8486'],1,0
21.1693,110.7282,10.134760448485569,3.640000000000001,,12,13,10.007544,12.275341,[],[],['8486'],1,0
21.4184,111.2596,12.721414630551674,2.3888888888888893,,3,1,2.350194,3.104158,[],[],['8486'],1,0
11.2093,108.9711,6.385931557663528,2.922222222222222,,15,9,81.347578,74.889383,[],[],['8484'],1,0
12.4798,109.6077,6.131176851638387,2.5285714285714285,,23,20,36.103695,35.893480000000004,['8484'],[],['8484'],1,0
12.5013,109.5231,7.40821136152519,3.1,,14,10,26.150945,26.430127,['8484'],[],['8484'],1,0
34.9925,128.9815,32.351879442725405,2.66532846632665,,7,4,5.900907,3.642977,[],[],['8327'],1,0
12.5529,109.5197,8.379910199118958,2.9625,,11,9,26.148938,28.324084,['8484'],[],['8484'],1,0
21.9319,113.1535,6.741760275173848,2.885714285714286,,2,1,1.516732,1.031272,[],[],['8486'],1,0
-44.3093,173.2577,9.845921971307924,3.732812466099859,,53,50,61.996289,59.081863,[],[],['8455'],1,0
51.9726,4.0389,2.5441425510712072,0.9666666686534884,,1,1,0.0,0.0,[],[],['5668'],1,0
13.4344,151.297,33.7346663142177,5.35945945945946,,491,518,631.730312,630.01475,[],['63203'],[],1,0
34.998,123.8173,3.2273138168663262,3.3000000185436678,,128,129,129.41768,129.99401600000002,[],[],['8327'],1,0
20.7754,107.175,8.948195312948942,1.6999999999999995,,3,4,6.374744,6.088609,['8484'],[],['8484'],1,0
21.6601,114.2618,48.69640457418763,2.8946524064171126,,35,35,42.778145,41.955219,[],[],['8486'],1,0
38.8022,118.8219,24.654363715631625,1.4722891566265066,,31,23,1.734384,8.937717000000001,[],[],['8486'],1,0
19.8077,109.0741,6.6348567401587495,1.6921568627450982,,10,7,4.447797,5.44325,['8486'],[],['8486'],1,0
8.3812,82.1753,11.274387003429364,1.0269230769230768,,77,85,104.175617,105.08518,[],[],['8346'],1,0
21.499,111.7421,5.683976320137254,4.990000000000001,,9,7,4.138593,2.348818,[],[],['8486'],1,0
22.7008,116.3596,4.19277196438988,4.75,,28,24,26.863381,22.821781,['8486'],[],['8486'],1,0
11.2173,108.9692,11.657626549416351,2.8818181818181814,,17,8,84.589102,72.459188,[],[],['8484'],1,0
13.5732,130.6806,43.47070601697546,1.9985294117647052,,573,606,650.494438,681.412188,[],['63203'],[],1,0
21.8501,114.4983,42.80762218246945,3.160465116279069,,30,31,22.334465,19.200162,['8486'],[],['8486'],1,0
15.3354,151.9901,138.20738406504117,4.7313253012048175,,637,657,662.992625,694.18675,[],['63203'],[],1,0
10.2548,106.992,7.388753794564861,2.1755555555555555,,14,11,2.188476,1.094134,[],[],['8484'],1,0
12.533,150.9766,31.232348891278583,6.730000009536743,,396,410,572.106375,574.8984379999999,[],['63203'],[],1,0
30.014,123.4809,34.79107162457011,3.659060402684565,,64,72,52.279984,58.770016000000005,[],[],['8486'],1,0
36.0651,123.1304,8.928753475181665,4.362500000000001,,108,106,97.321188,95.931312,[],[],['8486'],1,0
22.6171,120.2407,37.53523956251635,2.7832740213523124,,4,0,0.0,1.111949,[],[],['8321'],1,0
21.7238,112.1071,64.18192438109112,3.059627329192548,,7,2,8.438235,3.098583,[],[],['8486'],1,0
17.3942,107.6333,1.1236044778734238,0.435,,39,41,124.959562,125.662133,[],[],['8484'],1,0
34.7295,123.1424,4.19400485517706,3.375,,186,187,187.456922,187.569875,[],[],['8327'],1,0
0.6063,164.8343,10.313148744178294,3.8833333278695754,,261,262,262.680469,263.30556199999995,[],[],['8317'],1,0
32.44,126.8913,18.91386649356572,2.8,,102,87,102.365633,87.858891,[],[],['8327'],1,0
38.5815,121.2432,0.6750703510252325,0.3720000014305115,,17,17,17.791189,17.791189,['8486'],[],['8486'],1,0
15.4764,-178.8853,6.215006512912728,7.714285741533551,,1010,1005,1408.249,1414.49575,[],['63203'],[],1,0
15.1914,109.0567,23.08648724249568,3.4266666666666667,,14,17,37.888281,38.806875,[],[],['8484'],1,0
-8.1567,-150.4998,2.889289342161016,3.007142850330898,,195,197,798.371562,800.4928120000001,[],[],['8441'],1,0
45.8958,-3.2015,11.173101302046971,1.7512500047683712,,110,109,112.166469,111.396953,[],[],['5677'],1,0
22.1589,120.6885,37.71847636015328,3.242857142857143,,0,0,44.653793,37.835652,[],[],['8321'],1,0
38.6492,118.6141,33.79938620689759,0.958986176735795,,32,33,10.949072,5.5597460000000005,[],[],['8486'],1,0
15.1956,158.6493,71.70840166237963,3.10877192982456,,551,536,894.5285,926.4355,[],['63203'],[],1,0
34.9925,128.9768,40.97015983272609,3.1217910474805675,,8,5,4.940372,2.7322330000000004,[],[],['8327'],1,0
11.0747,108.7442,23.239560277777528,3.5510416666666678,,13,10,104.014586,97.113531,[],[],['8484'],1,0
10.2522,107.1403,100.1948260492502,2.055397727272726,,8,14,1.094203,21.918676,[],[],['8484'],1,0
-19.846,170.6595,1.1883693536569973,1.6388888789547815,,60,59,101.639453,102.121453,[],[],['8313'],1,0
22.5431,113.6739,7.35478267466959,2.3619047619047624,,9,12,1.513639,0.0,[],[],['8486'],1,0
10.2541,107.1437,54.90329480223464,2.5521739130434797,,8,13,2.188407,18.634369,[],[],['8484'],1,0
34.9962,128.9878,23.64020394644288,2.6599999999999997,,6,6,6.472606,2.732567,[],[],['8327'],1,0
20.7875,112.6679,17.603529270740868,2.626666666666667,,89,87,91.070789,90.89232,[],[],['8486'],1,0
27.8838,49.0195,2.373187899506769,0.8448275862068966,,15,15,11.247378,12.145719,[],[],['8356'],1,0
22.5603,113.8221,57.24122382100624,3.6654320987654327,,3,0,0.0,1.111949,[],[],['8486'],1,0
34.4769,122.6307,73.1476032173355,4.058947382349717,,198,220,177.600234,206.390562,[],[],['8486'],1,0
31.1151,127.2341,11.216906036962436,3.035616438356164,,148,141,213.783531,209.399984,[],[],['21796'],1,0
-13.1648,151.6,7.6157707550148785,8.971428571428572,,227,222,341.62281199999995,340.509344,[],[],['8324'],1,0
32.9071,124.1067,2.0839313266913377,1.6800000000000002,,159,157,159.617047,158.167953,[],[],['8327'],1,0
39.1358,119.5557,10.651985251610627,2.289473684210526,,34,40,21.678289,31.991975,[],[],['8486'],1,0
9.6885,107.3194,4.213820048108388,1.28,,71,73,65.993016,66.931461,[],[],['8484'],1,0
21.9247,113.4159,8.518593585310066,1.3133333333333332,,9,7,5.418237,3.4916080000000003,[],[],['8486'],1,0
11.0905,108.6388,2.543896878869257,3.8571428571428568,,11,9,106.409242,103.945906,[],[],['8484'],1,0
34.4876,127.8453,7.531155176257535,3.172,,2,4,2.749819,5.498979,[],[],['8327'],1,0
2.3795,168.2644,96.56053622141894,4.481415929203539,,261,239,339.427031,380.246406,[],[],['8318'],1,0
21.8669,113.3526,10.51074639436333,1.3468085106382977,,9,8,3.034203,5.617158000000001,[],[],['8486'],1,0
-19.1385,-114.2524,3.684015303346664,3.85,,1007,1008,1015.478875,1015.906062,[],['63203'],[],1,0
21.4995,111.7232,2.0458277703604524,4.657142857142857,,7,9,4.556209,3.297005,[],[],['8486'],1,0
20.651,113.8775,26.280490345208108,2.5325,,137,131,137.980797,136.2905,[],[],['8486'],1,0
18.8637,105.8416,30.072169076503528,2.6,,4,13,13.363461,17.727863000000003,['8484'],[],['8484'],1,0
-11.3045,73.9955,105.78036803187926,3.901369863013698,,446,478,464.655906,494.944,[],['63203'],[],1,0
11.236,108.9344,62.67926407756234,2.9698113207547165,,13,5,86.33925,70.605977,[],[],['8484'],1,0
20.7764,113.9474,35.36485924910015,3.217647058823529,,125,112,130.848039,121.691203,[],[],['8486'],1,0
11.4075,109.1211,13.257219226414476,3.293333333333333,,10,12,61.399199,48.937887,[],[],['8484'],1,0
35.2772,129.3457,16.666131857684523,2.697058823529412,,2,9,1.435516,8.513395000000001,['8327'],[],['8327'],1,0
22.2995,115.0014,17.963532671713573,2.7125,,31,26,25.795295,22.405498,[],[],['8486'],1,0
23.108,116.7326,6.321452145748956,4.41219509869087,,13,10,10.755917,5.923779000000001,[],[],['8486'],1,0
20.7569,112.8112,8.252174984509416,2.95,,94,89,97.094602,91.203414,[],[],['8486'],1,0
47.131,-5.6644,11.250941949941836,1.6809859142022228,,120,114,120.155461,114.086312,[],[],['5677'],1,0
45.2956,-2.4742,25.88138301034656,4.862499998374419,,97,107,82.023594,86.18694500000001,[],[],['5677'],1,0
-6.5237,-163.0396,13.94034181074334,2.7092105263157897,,439,445,746.157312,755.092938,[],['63203'],[],1,1
34.4287,122.6915,67.6101287873934,3.977358490566038,,205,218,182.617812,208.548781,[],[],['8486'],1,0
31.4457,127.1891,16.079809647278193,7.199999999999999,,127,122,208.882344,204.451969,[],[],['21796'],1,0
31.7491,123.1172,20.84841823309452,1.1024390237360469,,94,113,56.616738,74.763031,[],[],['8486'],1,0
20.9346,113.7187,11.948071064025417,4.266666666666666,,109,99,102.267602,98.01968,[],[],['8486'],1,0
30.0953,124.2744,7.180702195880949,1.7869565217391306,,133,138,126.38682,130.283078,[],[],['8486'],1,0
6.1951,82.4542,3.051384339749605,0.9,,89,89,149.450609,150.61482800000002,[],[],['8346'],1,0
34.6559,123.0049,17.89913703051776,6.607142857142857,,205,195,206.96675,195.671609,[],[],"['8327', '8486']",1,0
11.2223,108.96,7.314531647284895,3.4333333333333336,,14,8,81.61707000000001,74.113516,[],[],['8484'],1,0
31.2895,131.1266,2.051816140768158,3.63,,0,2,12.558856,12.807726,[],[],['8487'],1,0
38.7064,121.836,9.894662197106395,2.4540540540540543,,20,15,20.130451,15.508497,['8486'],[],['8486'],1,0
30.019,126.6204,11.83125340705201,3.61,,269,262,323.800719,312.571625,[],[],['21796'],1,0
12.4547,109.4751,5.123051351066565,2.6166666666666667,,12,11,21.681438,21.741545,['8484'],[],['8484'],1,0
49.8275,-0.2985,41.88976788326015,2.5689012956019868,,41,31,23.603119,23.350936,[],[],['5677'],1,0
34.6222,122.9225,42.91188880038169,2.764516129032258,,205,206,209.633828,206.683609,[],[],"['8327', '8486']",1,0
32.4236,123.9811,14.632486873854448,2.46041667337219,,206,201,172.378969,184.870547,[],[],['8486'],1,0
38.7345,118.9256,9.789001783158856,1.9267605633802816,,38,34,3.423115,4.120446,[],[],['8486'],1,0
35.2139,140.5538,9.845601610970824,2.293518518518518,,14,15,21.942357,24.397875,['8487'],[],['8487'],1,0
21.5773,112.1893,33.45514758400168,2.447826086956521,,2,8,1.03415,7.633678,[],[],['8486'],1,0
20.6142,108.6328,9.336914368011024,3.205555555555555,,70,63,25.186529,19.126953,[],[],['8486'],1,0
32.5865,127.3375,32.75944030998792,2.150735289077548,,101,75,108.059234,84.140891,[],[],"['21796', '8327']",1,0
36.6386,124.2953,1.0122962939187443,0.3772727272727272,,114,113,137.688391,137.446281,[],[],['8327'],1,0
34.6934,123.0389,4.071091470586382,2.7571428418159485,,196,196,197.507344,196.595812,[],[],['8327'],1,0
-14.9934,172.9477,161.03781302770747,5.1467741935483895,,475,442,483.53675,470.38225,[],['63203'],[],1,0
22.1541,113.988,3.3351783980304344,4.4,,5,3,2.450825,3.335848,[],[],['8486'],1,0
38.8298,141.6593,1.6167955711733042,0.9090909090909092,,3,3,9.013711,9.013711,[],[],['8487'],1,0
-13.1408,-158.5957,57.11539694701688,3.673991031390134,,399,393,480.58125,506.775406,[],['63203'],[],1,0
38.0328,120.0912,7.925305751362005,7.14375,,40,38,22.338033,24.2415,[],[],['8486'],1,0
19.2075,105.7896,6.798901498248299,1.1263157894736846,,4,3,12.9322,9.436562,['8484'],[],['8484'],1,0
20.7422,112.78,29.51692992581708,3.060714285714285,,97,87,101.113672,90.09175,[],[],['8486'],1,0
-31.9904,115.3706,8.451978245124794,3.0538461538461537,,8,8,11.368496,10.427109,['8323'],[],['8323'],1,0
23.0105,119.9561,1.9537416028726189,2.533333333333333,,11,8,20.502027,19.730854,[],[],['8321'],1,0
-19.7389,-108.9037,11.130460490187453,4.90175436526014,,808,816,812.6465,820.789812,[],['63203'],[],1,0
34.7604,129.0296,10.158212012439078,1.212,,23,26,18.363418000000003,24.113539,['8327'],[],['8327'],1,0
31.421,122.9395,10.014878256237568,3.3625000000000003,,63,72,26.414516,33.296918,[],[],['8486'],1,0
34.5717,127.7825,5.1660570448477845,1.844642850543772,,1,2,6.409314,7.324049,[],[],['8327'],1,0
34.2348,135.0836,9.418571822895109,1.8302083333333343,,4,2,0.919453,0.919235,[],[],['8487'],1,0
10.252,107.1382,63.364802891549,2.768441064638782,,8,11,2.188407,17.489373,[],[],['8484'],1,0
36.5788,122.5124,0.5392205119897924,1.1973684196409426,,30,30,21.426086,21.426086,[],[],['8486'],1,0
32.9067,123.6995,10.833546636490995,9.616666666666667,,188,178,187.312266,179.032016,[],[],"['8486', '8327']",1,0
11.2265,108.928,68.65659515904628,2.939855072463767,,13,6,86.33925,71.98057,[],[],['8484'],1,0
22.5429,117.6955,17.081687509712047,3.99,,108,117,62.545211,53.4545,[],[],['8486'],1,0
21.4946,111.7053,3.067823852600448,3.933333333333333,,6,8,4.566520000000001,5.291220999999999,[],[],['8486'],1,0
-35.2656,-37.419,391.6652333483816,4.204949489868048,,1413,1206,1275.929375,1093.009375,[],['63203'],[],1,1
14.5549,109.4982,12.80165521215764,2.3312499999999994,,41,44,84.476625,96.146023,[],[],['8484'],1,0
19.7259,109.0454,33.44735748182983,2.867153284671533,,11,2,3.054325,1.04654,['8486'],[],['8486'],1,0
19.7385,109.0387,22.020422836150303,3.2189189189189187,,14,10,4.186946,0.0,['8486'],[],['8486'],1,0
6.9368,107.0283,22.36629015485749,3.776923076923077,,202,180,313.59425,327.064375,[],[],['8484'],1,0
22.1458,115.0679,9.36999355322584,2.9857142857142858,,47,50,40.386262,44.557719,['8486'],[],['8486'],1,0
10.4941,108.3256,8.524644846493183,5.783333333333333,,44,41,126.928656,129.601688,[],[],['8484'],1,0
10.517,108.3606,8.48645328083081,4.471428571428572,,45,41,131.517594,133.086547,[],[],['8484'],1,0
12.5091,-172.1337,32.06776277339485,3.067910447761194,,551,533,1711.56475,1689.53275,[],['63203'],[],1,0
20.5643,112.5109,10.96868065690307,2.418181818181818,,116,110,115.684609,110.161164,[],[],['8486'],1,0
17.0331,108.92,14.567103792849212,2.888888888888889,,110,123,114.737812,128.54693799999998,[],[],['8484'],1,0
36.5194,123.9896,7.010892699430695,2.3800000000000003,,138,138,134.734047,138.124719,[],[],"['8486', '8327']",1,0
22.7186,120.1391,36.007814602140186,3.894545454545456,,15,2,11.291371,2.223899,[],[],['8321'],1,0
19.2045,105.7898,3.4285127602756136,0.6060000042617321,,5,3,12.630403,9.436562,['8484'],[],['8484'],1,0
24.1263,117.9446,10.101696113912116,2.274418604651163,,2,1,6.021594,1.505318,[],[],['8486'],1,0
33.892,122.963,13.492412029981544,4.99,,199,192,181.862062,189.461406,[],[],['8486'],1,0
17.2502,108.6561,8.906675544455787,4.15,,116,122,118.033805,120.502523,[],[],['8484'],1,0
22.0667,115.7184,14.905425529480182,4.845999999046325,,68,68,66.75555499999999,66.63427300000001,[],[],['8486'],1,0
34.3593,122.7342,30.720532583372485,5.672340403211877,,210,216,184.430594,206.632109,[],[],['8486'],1,0
21.7099,114.6595,17.041742106704056,3.236666666666667,,54,55,42.588535,42.444418,[],[],['8486'],1,0
35.0675,129.1262,19.420022703714555,2.888695652173914,,3,5,1.821043,5.570881,['8327'],[],['8327'],1,0
44.0143,-124.3058,4.454155987862199,3.564285721097673,,13,13,35.022426,38.705035,['8456'],[],['8456'],1,0
29.5709,-94.0241,2.774250510934404,2.834782608695652,,11,12,23.34448,21.051945,['8456'],[],['8456'],1,0
22.3147,113.8603,16.274602616761737,4.198039215686275,,3,3,1.02886,3.029341,[],[],['8486'],1,0
5.3022,-0.2988,23.15568575810326,3.3634146341463413,,29,12,41.656766000000005,49.548762,['8400'],[],['8400'],1,0
34.6646,127.9779,11.030852814146211,2.636,,6,5,0.0,1.111949,[],[],['8327'],1,0
34.674,124.0456,25.824399613701917,3.218072289156626,,105,102,106.201789,103.072852,[],[],['8327'],1,0
34.8912,123.7663,32.84280006914933,3.644999999999999,,131,131,132.062312,132.35359400000002,[],[],['8327'],1,0
34.7016,123.2262,10.41475212353478,2.257894736842105,,179,178,180.13459400000002,179.354312,[],[],['8327'],1,0
34.6975,124.0538,4.089785986327047,0.8615384615384616,,103,102,104.253656,103.338492,[],[],['8327'],1,0
34.7244,123.4666,15.015857432732515,3.92,,159,151,160.012766,151.924547,[],[],['8327'],1,0
30.2873,125.3998,1.2199320727378982,0.5214285714285715,,238,238,220.793406,220.793406,[],[],['8486'],1,0
32.9571,124.0405,10.07195674635554,3.400000015894572,,163,154,163.58528099999998,154.312062,[],[],['8327'],1,0
33.9689,127.5774,21.268563773614588,4.2133333285649615,,21,22,22.892135,29.511387,['8327'],[],['8327'],1,0
32.6438,127.5328,21.73532109748626,2.0028776944541247,,99,93,114.731438,99.996367,[],[],['21796'],1,0
17.6517,107.5196,5.648733144203259,2.838461538461538,,54,60,110.344055,110.763992,[],[],['8484'],1,0
21.6948,112.0965,8.545205057609785,2.1555555555555554,,5,6,5.311733,6.751238,[],[],['8486'],1,0
21.6794,112.1247,41.94039362713141,3.5410596026490064,,5,3,5.626412999999999,3.099014,[],[],['8486'],1,0
31.0095,173.8048,17.52340527399264,3.1006493617284616,,817,808,2448.21125,2440.812,[],['63203'],[],1,0
19.9289,108.5809,18.460868188824477,3.0583333333333327,,58,59,40.980484,38.809988,[],[],['8486'],1,0
32.3316,126.8407,21.82283772788974,2.7749999999999995,,109,98,108.983859,98.855602,[],[],['8327'],1,0
8.3788,105.724,6.318396242454057,2.1875,,63,66,220.379719,218.844,['8484'],[],['8484'],1,0
11.2318,108.9268,64.55268199365942,2.926296296296296,,12,4,86.67545299999999,71.241711,[],[],['8484'],1,0
64.3431,-54.9431,11.876453160865164,3.122222215410263,,140,128,158.404578,147.475672,[],[],['8438'],1,0
22.1927,113.6121,15.8503770053156,3.809574468085106,,4,6,1.111949,1.029374,[],[],['8486'],1,0
38.3056,122.6552,13.737317485969903,2.303809523809523,,82,75,80.73585899999999,73.43485199999999,[],[],['8486'],1,0
34.9963,128.9926,34.129031129178934,2.696536799271901,,6,4,6.472606,1.821266,[],[],['8327'],1,0
12.9599,109.8655,35.968844236387504,2.844444444444444,,45,50,72.290859,94.050805,[],[],['8484'],1,0
37.7113,120.2943,1.5593998683315815,1.2937500000000002,,1,1,4.783296999999999,4.534,['8486'],[],['8486'],1,0
30.3587,125.3977,0.5905624871022007,0.9648648648648648,,237,237,219.163547,219.163547,[],[],['8486'],1,0
21.8522,113.3188,13.242856252797711,1.807575757575757,,8,6,0.0,3.491822,[],[],['8486'],1,0
-13.422,155.4588,36.3354757592877,8.237499999999999,,253,268,558.299188,523.851812,[],[],['8324'],1,0
34.7319,123.0267,43.40206681843645,4.056666666666667,,203,197,204.069672,197.849328,[],[],['8327'],1,0
20.5485,108.3879,4.834120935325427,3.033333333333333,,76,76,47.702617,42.667062,[],[],['8486'],1,0
34.4901,122.6903,89.50843705855648,4.046728971962617,,200,184,181.171547,184.759922,[],[],"['8327', '8486']",1,0
25.0565,119.2793,12.511669800844963,2.1559523809523813,,11,8,12.728084,8.039811,[],[],['8486'],1,0
20.8271,113.8517,4.5288012292081,2.97,,114,113,116.654281,118.552484,[],[],['8486'],1,0
34.8224,-6.8355,154.87256559566288,3.0250000203477923,,44,29,54.292137,78.969602,[],[],['8367'],1,0
4.4622,5.5524,4.919226707358904,2.6571428571428566,,18,14,23.212666,25.790221000000003,['8474'],[],['8474'],1,0
-19.4427,37.3186,27.08388849454269,4.280327871197561,,131,114,192.724375,167.479172,[],[],['8347'],1,0
23.4481,117.6123,3.19899098215347,4.810526315789474,,23,26,21.044402,23.362092,['8486'],[],['8486'],1,0
31.3914,124.3022,38.04598513073716,5.791836734693879,,151,169,123.64425,142.85725,[],[],['8486'],1,0
20.7607,112.6614,14.475369280622154,2.259259259259259,,93,90,93.977516,93.070211,[],[],['8486'],1,0
21.4083,111.3546,10.22925958221897,3.069565217391304,,8,7,5.294343,7.049459,[],[],['8486'],1,0
34.4582,122.7111,70.99795109556355,4.309016393442623,,208,213,184.095672,212.971391,[],[],['8486'],1,0
9.7556,107.4028,14.205016574421608,3.454545454545455,,72,70,65.380852,63.915852,[],[],['8484'],1,0
22.408,120.3595,20.79710875203057,2.4836065573770485,,5,5,3.335848,4.447797,[],[],['8321'],1,0
9.5652,107.0362,7.311399602053744,3.6,,50,53,74.500602,73.388648,[],[],['8484'],1,0
11.2467,108.9298,66.53218912094529,3.4054794506504105,,8,3,90.691195,68.79195299999999,[],[],['8484'],1,0
30.667,122.8178,2.7243383683916504,3.4666666666666663,,5,5,1.111949,1.466647,[],[],['8486'],1,0
4.2067,6.4389,18.782479703802863,2.511111111111111,,12,12,14.833304,26.198580000000003,['8474'],[],['8474'],1,0
34.9951,128.9733,25.56378535220946,2.8670588203504965,,7,4,5.068751,4.447797,[],[],['8327'],1,0
19.1345,108.5465,19.382799587621868,1.9487804878048784,,8,6,1.050608,1.111949,['8486'],[],['8486'],1,0
8.1491,107.0809,3.481096911426131,2.815789486232557,,71,70,232.4,230.197047,[],[],['8484'],1,0
10.2066,107.4227,19.356313529241277,2.5500000000000007,,23,28,32.998762,40.278707,[],[],['8484'],1,0
