position.lat,position.lon,fishing.totalDistanceKm,fishing.averageSpeedKnots,fishing.averageDurationHours,distances.startDistanceFromShoreKm,distances.endDistanceFromShoreKm,distances.startDistanceFromPortKm,distances.endDistanceFromPortKm,regions.eez12Nm,regions.highSeas,regions.eez,vessel.type_fishing,target_risk
34.3865,122.7655,9.227767588194627,3.271428571428572,,215,215,191.946797,199.630328,[],[],['8486'],1,0
13.2672,109.8482,11.15558856544819,2.5823529411764707,,54,55,86.846938,81.24357,[],[],['8484'],1,0
32.7168,124.4524,6.930156958550128,2.330769230769231,,163,157,163.878312,157.364906,[],[],['8327'],1,0
30.8468,124.482,40.97164995333167,3.367326732673267,,148,160,125.511008,130.432984,[],[],['8486'],1,0
36.3196,124.3494,13.810676183559426,2.1357142857142857,,117,112,147.995,147.912562,[],[],['8327'],1,0
20.7861,112.8018,18.569740799566063,3.4058823529411764,,93,84,96.305445,86.732039,[],[],['8486'],1,0
10.297,108.8739,28.481493062583425,3.0590909090909078,,35,11,187.732031,165.899172,[],[],['8484'],1,0
21.5193,108.3002,10.403186919343524,1.4835680751173714,,5,3,6.155659,4.697009,['8486'],[],['8486'],1,0
30.9507,124.6912,48.98378073926624,3.965079365079363,,155,200,129.20857,171.017797,[],[],['8486'],1,0
35.7553,121.5679,9.50483240939969,3.597142857142857,,61,70,50.489438,58.990141,[],[],['8486'],1,0
21.6357,113.712,79.9406149533171,2.4491596638655464,,38,29,37.806273,28.103828,['8486'],[],['8486'],1,0
21.6637,113.6893,20.81503969510334,2.0380281690140856,,34,18,33.374457,17.791189,['8486'],[],['8486'],1,0
12.8635,84.5051,2.9067990480033608,0.8555555555555555,,454,454,441.733156,442.487719,[],['63203'],[],1,1
33.7087,124.7088,1.961526436425336,0.6542253559533979,,53,53,54.153363,54.153363,[],[],['8327'],1,0
10.254,107.1274,23.45277332647025,2.2532467532467524,,8,13,3.28261,20.566717,[],[],['8484'],1,0
11.0432,108.7682,14.34578454833655,4.919512195121951,,15,16,104.544234,101.734781,[],[],['8484'],1,0
33.7915,122.549,1.5338706784763638,2.3,,176,177,144.576188,145.432125,[],[],['8486'],1,0
36.107,123.3441,16.633069030235358,3.206666666666667,,121,111,112.055242,103.207727,[],[],['8486'],1,0
22.4221,113.6775,13.0895885417216,3.1264705882352946,,3,4,3.028638,1.027826,[],[],['8486'],1,0
7.8581,107.1679,2.3274347491210965,2.8666666666666667,,103,102,264.87165600000003,262.750625,[],[],['8484'],1,0
17.6736,108.3566,14.72053623973541,6.200000013623918,,102,96,104.133078,94.793586,[],[],['8486'],1,0
35.2913,129.4301,8.416282207778558,2.002631578947368,,10,11,10.642221,11.119492,['8327'],[],['8327'],1,0
26.5797,120.1781,8.337125959335467,3.0578947368421048,,2,2,3.720982,2.982762,[],[],['8486'],1,0
4.3467,166.7779,60.257065032694896,3.167901239185421,,221,181,419.118656,463.099344,[],[],['8318'],1,0
-16.3815,175.617,131.08354788091512,4.7176470588235295,,160,169,187.457031,197.683047,[],[],['8325'],1,0
13.0005,-175.1115,125.99508765801365,3.792171721115256,,755,700,1588.646875,1642.92,[],['63203'],[],1,0
21.1328,114.4841,69.64532373876598,3.370103089588204,,97,91,107.489266,91.76393,[],[],['8486'],1,0
21.9881,114.2537,3.7485703207799457,4.25,,4,4,8.895595,6.750852,[],[],['8486'],1,0
22.2512,115.2073,8.98826442336937,4.0285714285714285,,44,48,41.189633,48.625234,['8486'],[],['8486'],1,0
21.2819,114.0477,7.3809100980238656,3.283333333333333,,64,62,74.529289,72.873047,[],[],['8486'],1,0
12.9646,109.4558,5.289822893746426,4.17560975609756,,2,5,54.735488,57.213746,['8484'],[],['8484'],1,0
24.0636,118.0037,3.1788408782534714,3.269230769230769,,10,11,9.402345,8.778853,[],[],['8486'],1,0
-19.4003,118.6625,6.067175532992194,5.140000000000001,,60,60,72.647078,73.990742,[],[],['8323'],1,0
38.018,122.2273,106.93198343971768,3.0154040543644736,,46,54,45.801227,54.11902,[],[],['8486'],1,0
19.4305,105.849,9.947703722118892,2.753846153846154,,4,6,6.993797,16.42673,['8484'],[],['8484'],1,0
31.04,124.6904,4.8723991183501685,5.255555555555555,,180,182,150.226172,152.108141,[],[],['8486'],1,0
31.3734,124.2393,10.17450181298906,0.7706896638305022,,152,161,124.462938,133.712578,[],[],['8486'],1,0
21.5637,114.3775,52.69403288676953,3.773076923076923,,44,49,53.85873,41.962477,[],[],['8486'],1,0
20.6574,113.4785,12.497810294966603,3.086666666666667,,122,123,122.603617,124.378562,[],[],['8486'],1,0
5.748,80.1081,42.72193410751452,4.648809523809523,,45,20,46.840727,24.318859,[],[],['8346'],1,0
21.7002,112.7011,5.941650248382956,1.5299999999999998,,0,0,3.492163,1.517763,[],[],['8486'],1,0
5.8893,150.5916,17.562633647371037,8.38888888888889,,162,177,226.733281,214.988234,[],[],['8316'],1,0
22.2896,113.6292,58.91360425621026,3.3219780219780217,,4,5,0.0,4.565161,[],[],['8486'],1,0
-14.9052,43.9193,3.645488059497452,3.841666653752327,,151,153,269.014625,273.43325,[],[],['8348'],1,0
29.4858,126.2729,8.019545683508625,2.208333333333333,,260,264,323.816125,324.662688,[],[],['8487'],1,0
20.4476,111.2011,24.71850222801929,2.792682926829268,,48,53,56.323453,68.88354700000001,[],[],['8486'],1,0
30.8711,124.4796,35.14739462151865,3.3893939393939405,,150,160,126.212586,130.432984,[],[],['8486'],1,0
22.4049,116.243,24.74805897867741,4.098412697655815,,48,51,51.259395,55.504539,[],[],['8486'],1,0
29.6955,126.244,6.4672649570778455,2.366666666666667,,279,281,318.664594,318.821719,[],[],['8487'],1,0
31.3757,124.6847,2.502790053228398,3.3857142857142857,,191,192,161.703375,163.51915599999998,[],[],['8486'],1,0
34.5634,121.6794,5.433866697211536,2.6333333333333333,,130,133,108.909477,112.205891,[],[],['8486'],1,0
20.6223,113.4765,10.17682600254031,2.969230769230769,,125,125,126.009961,126.110953,[],[],['8486'],1,0
21.0517,110.5952,45.71022781953644,4.187850467289721,,4,3,6.751996,8.450604,[],[],['8486'],1,0
24.3746,118.2658,1.739254683544875,1.335714285714286,,5,4,3.765689,4.887188,[],[],['8486'],1,0
-4.5934,114.2607,2.8659731551907006,3.45,,61,59,96.600664,95.074211,[],[],['8492'],1,0
22.9466,120.1476,3.754988592031005,2.2777777777777777,,2,0,4.53466,2.448267,[],[],['8321'],1,0
22.2812,-106.6599,3.363285392563312,0.5944444412986438,,55,55,93.525336,92.64118,[],[],['8429'],1,0
-20.4177,170.7474,5.504266532624697,1.3436170142698796,,96,98,101.279531,102.894586,[],[],['8313'],1,0
5.8637,81.1456,19.077182103963672,3.07812499627471,,27,30,29.247135,31.296113,[],[],['8346'],1,0
22.5372,120.2886,1.7618850045753105,0.6972222222222224,,3,2,0.0,0.0,[],[],['8321'],1,0
20.4349,111.2329,26.495409716177864,3.072,,44,55,58.588414,67.612617,[],[],['8486'],1,0
35.4981,129.5587,9.66120997847818,3.229729729729729,,8,14,7.743883999999999,12.373678,['8327'],[],['8327'],1,0
34.7541,124.0564,24.27367278827036,4.036,,104,104,105.166633,104.678305,[],[],['8327'],1,0
3.416,-150.8828,87.95006855237055,2.9324675273972685,,690,767,717.378875,794.446125,[],['63203'],[],1,0
7.6827,-37.7613,21.07858024795057,5.1,,1192,1200,1199.175375,1208.632375,[],['63203'],[],1,0
20.6849,107.0152,42.969940999218814,3.140000000000001,,6,0,7.613226,1.5225050000000002,['8484'],[],['8484'],1,0
31.071,124.7013,2.520423113466807,2.470000010728836,,181,184,151.180672,153.553109,[],[],['8486'],1,0
22.8101,113.5956,9.694122616075374,1.697058823529412,,1,1,0.0,0.0,[],[],['8486'],1,0
21.4882,108.3558,13.298077447844436,2.416406250000001,,9,6,1.51893,1.518785,['8486'],[],['8486'],1,0
10.7219,101.9723,1.256972883913368,1.4571428571428573,,113,113,160.713188,160.713188,[],[],['8331'],1,0
34.5872,122.9315,37.1842412032997,2.8540983606557373,,202,205,207.493938,205.726234,[],[],"['8327', '8486']",1,0
20.9619,111.353,15.67480643240104,3.1166666666666667,,57,44,48.037621,35.823227,[],[],['8486'],1,0
34.6727,123.1106,2.091864113063708,2.883333337306976,,189,189,190.207266,190.184281,[],[],['8327'],1,0
30.9727,124.6968,19.26407019630504,3.784615384615385,,172,186,144.33765599999998,156.509391,[],[],['8486'],1,0
20.8574,113.016,26.266708310667237,2.905263157894737,,82,84,83.711219,84.898094,[],[],['8486'],1,0
21.6696,112.145,48.318576369134654,2.3996913580246897,,2,5,1.033793,5.283536,[],[],['8486'],1,0
20.3793,108.8316,8.474451407506084,2.6157894736842104,,68,66,46.015918,38.973871,[],[],['8486'],1,0
21.5013,111.9908,60.81047864536692,3.81103448275862,,11,9,2.349445,4.555772,[],[],['8486'],1,0
21.5569,112.2996,43.24218096460413,2.4495145631067965,,7,12,7.324197,14.855968,[],[],['8486'],1,0
-2.3159,-179.4477,17.52774418284693,5.883050863394293,,412,417,701.058375,710.698562,[],['63203'],[],1,0
20.5137,113.7748,1.8200217393470488,1.8,,151,149,148.407547,146.618812,[],[],['8486'],1,0
28.2312,121.5729,0.7828714380062527,0.3882352941176469,,3,2,0.979689,0.0,[],[],['8486'],1,0
20.1861,109.9072,14.039521626399774,2.9593750000000005,,7,5,5.938564,4.568563,[],[],['8486'],1,0
29.4598,125.9931,8.028565685018917,2.333333333333334,,279,282,305.260812,304.693188,[],[],['8487'],1,0
23.0025,120.0632,27.000034484795147,4.446153846153848,,7,0,11.315121,7.582428,[],[],['8321'],1,0
20.3692,111.293,16.429939325064364,2.9035714285714285,,38,46,66.06826600000001,73.707109,[],[],['8486'],1,0
21.7811,114.4682,25.903140824966197,3.201694915254237,,33,36,27.817869,28.103361,[],[],['8486'],1,0
37.992,122.2871,57.76312898264921,3.2344827586206915,,44,57,44.263797,56.770625,[],[],['8486'],1,0
21.7648,113.3065,21.863661917610283,3.6703703703703696,,15,15,8.052965,2.345413,[],[],['8486'],1,0
23.5686,117.6307,7.550345679087956,2.9509090909090903,,15,19,10.007544,11.726875,[],[],['8486'],1,0
21.1739,110.6398,15.915263065180907,2.137209302325582,,2,6,7.783645000000001,7.058038,[],[],['8486'],1,0
21.7133,114.3911,31.250952325510656,3.2323943661971826,,32,48,39.041129,37.375242,[],[],['8486'],1,0
31.0228,124.6514,2.319318774082641,2.5625,,176,177,146.26903099999998,147.658094,[],[],['8486'],1,0
22.2613,114.0677,10.464875277828185,2.619607843137254,,1,2,2.339523,0.0,[],[],['8486'],1,0
12.2395,110.2108,1.9529784559625616,0.9,,91,92,105.070016,105.526719,[],[],['8484'],1,0
17.6813,108.3901,14.32356165006199,2.1259259259259258,,102,93,101.481602,92.271922,[],[],['8486'],1,0
20.4087,111.2286,23.99290404639824,2.9285714285714284,,42,56,55.730547,67.305711,[],[],['8486'],1,0
21.6405,115.0981,5.700489187726242,4.35,,92,96,77.935234,81.040531,[],[],['8486'],1,0
17.2221,107.7323,1.9804317290783424,2.314285714285714,,42,43,103.667586,104.729359,[],[],['8484'],1,0
19.3108,107.2051,2.5106681505616657,1.242857149669102,,106,105,143.766688,142.277281,[],[],['8486'],1,0
-20.0388,-177.8476,8.214652187910565,1.9546666666666668,,46,45,124.652609,120.275797,[],[],['8325'],1,0
35.0243,128.7778,6.497787335544467,3.194444444444444,,3,1,3.808686,1.111949,[],[],['8327'],1,0
20.6573,113.4482,11.139757782643125,1.52,,120,121,120.550727,121.645805,[],[],['8486'],1,0
4.5872,82.5231,1.066755685364961,0.4499999999999999,,222,223,231.638391,232.391141,[],[],['8346'],1,0
34.4258,122.6931,26.70045707729133,3.461538461538461,,212,219,190.402672,200.966766,[],[],['8486'],1,0
-45.1747,-60.2235,8.515509933718501,3.1130434990577074,,384,384,430.009719,434.479156,[],['63203'],[],1,1
-20.0165,-177.834,6.797545867279661,2.0630434782608704,,46,45,123.169438,120.275797,[],[],['8325'],1,0
21.0496,112.487,4.966230797519997,2.208333333333333,,64,60,63.516422,59.01518,[],[],['8486'],1,0
21.1935,110.6686,3.657160999798946,1.5624999999999998,,5,6,6.163973,7.589523,[],[],['8486'],1,0
20.7918,110.9039,18.047673816552127,4.239999999999999,,29,32,23.558037,19.904223,[],[],['8486'],1,0
20.505,113.089,6.082313005236795,1.6,,123,123,124.426773,123.734688,[],[],['8486'],1,0
9.3088,-24.7483,3.292941977434769,3.055000010132789,,608,608,623.150375,623.284,[],['63203'],[],1,0
21.1786,110.6533,3.7073790676705594,2.15,,4,6,6.370565,7.6468,[],[],['8486'],1,0
34.9307,123.8124,2.9545329847487056,3.61,,128,127,128.798352,128.372867,[],[],['8327'],1,0
8.2007,107.0242,12.130127320009864,5.241176470588236,,64,62,229.072062,223.501797,[],[],['8484'],1,0
34.8973,123.5472,0.5211248784037509,1.6800000000000002,,151,151,151.745594,151.745594,[],[],['8327'],1,0
-43.0238,177.3648,6.253970598207102,2.558333333333333,,224,227,280.819219,284.806969,[],[],['8455'],1,0
11.1089,109.0984,97.45770753005368,3.708108108108109,,39,20,111.135664,58.07723,[],[],['8484'],1,0
1.2367,103.799,7.976496864275468,3.436363645755884,,2,2,0.0,0.0,['8485'],[],['8485'],1,0
29.4624,125.7129,34.12349090302951,1.7965517241379307,,291,286,279.206062,277.012344,[],[],['8486'],1,0
21.4616,112.8878,2.2278200103289616,1.4727272727272729,,15,15,15.704144,15.035765,['8486'],[],['8486'],1,0
-15.5405,92.6452,17.83483235789398,2.2823529411764705,,592,576,604.32225,588.9915,[],['63203'],[],1,1
34.4713,122.6906,43.46766335535896,3.7708333333333335,,205,222,181.915312,204.752375,[],[],['8486'],1,0
24.5623,121.8821,7.876522675883618,1.984615384615385,,2,3,1.503054,0.0,[],[],['8321'],1,0
-6.4647,-170.4038,115.84240774109335,4.369435741236216,,260,194,802.6853120000001,890.6675620000001,[],[],['8450'],1,0
22.6098,114.641,2.9330553477811194,1.4,,2,3,0.0,2.052977,[],[],['8486'],1,0
21.0959,110.8128,57.55956088547253,2.8333333333333326,,18,24,1.037746,11.167786,[],[],['8486'],1,0
21.6439,114.3406,35.42247276916108,3.0567010309278344,,43,38,48.316785,38.930453,[],[],['8486'],1,0
30.9654,124.538,45.08386320274997,3.29274193548387,,144,184,117.839805,153.553109,[],[],['8486'],1,0
21.8697,113.2144,8.04287263926252,1.34,,3,1,3.034104,0.0,[],[],['8486'],1,0
21.5965,112.283,39.13336718992441,2.487368421052631,,6,8,5.288784,12.127413,[],[],['8486'],1,0
17.6933,108.3364,7.041586175481343,2.372727272727273,,99,95,100.419656,95.226336,[],[],['8486'],1,0
33.6083,123.0292,1.2389031132630064,1.3277777777777775,,197,196,174.28667199999998,175.659375,[],[],['8486'],1,0
8.8473,106.4815,22.566634357421,5.014285714285714,,19,15,170.891578,155.955625,[],[],['8484'],1,0
9.9401,107.3006,9.220838705123809,2.1,,50,48,42.463562,42.184516,[],[],['8484'],1,0
20.1904,107.0988,8.121633849949355,2.825,,55,54,55.636535,48.575,[],[],['8484'],1,0
8.8179,106.261,8.049984806261824,2.669230769230769,,32,34,180.512922,173.64178099999998,[],[],['8484'],1,0
10.4552,176.4285,113.02854871356128,2.7230174041549486,,563,648,634.1665,711.267375,[],['63203'],[],1,0
20.4687,108.9617,6.724462284873593,2.990909090909091,,57,53,35.720543,31.775139,[],[],['8486'],1,0
5.8329,81.6181,14.762664375244242,2.9678571428571434,,54,50,64.274672,67.433383,[],[],['8346'],1,0
-43.4187,173.9517,5.260929457934419,4.241176450953764,,73,76,89.900148,93.684516,[],[],['8455'],1,0
34.9769,128.7537,0.8227805741521395,1.29375,,3,3,5.220835,5.220835,[],[],['8327'],1,0
21.7829,112.7742,10.276159384256587,3.72608695652174,,0,3,3.335848,6.582084,[],[],['8486'],1,0
-20.5658,169.4833,32.000474300380205,3.7866666679581,,54,35,57.829418,37.778949,[],[],['8313'],1,0
22.3645,120.3982,13.064120671411455,2.617647058823529,,2,4,1.0284179999999998,3.02914,[],[],['8321'],1,0
55.5015,6.6542,12.528303244279302,1.701041676724951,,89,92,58.159871,63.994457,[],[],['5674'],1,0
24.0305,117.9566,2.748895449521808,4.813333333333334,,6,6,12.3988,12.273496,[],[],['8486'],1,0
7.9347,107.3051,9.574212889016804,3.0666666666666664,,101,106,256.689297,256.619297,[],[],['8484'],1,0
21.2744,109.4743,62.673786890321615,2.76864864864865,,23,18,9.904804,4.703003,['8486'],[],['8486'],1,0
19.6847,113.4779,4.348232709416283,2.9000000000000004,,222,220,223.503094,221.515578,[],[],['8486'],1,0
12.2693,110.2227,1.500774911847622,0.8333333333333334,,92,91,105.249125,104.727148,[],[],['8484'],1,0
22.6424,114.5909,1.5051639955032323,1.225,,1,1,1.513184,2.449274,[],[],['8486'],1,0
32.7018,124.3012,18.291634940065887,2.524,,170,164,170.583734,164.918938,[],[],['8327'],1,0
34.1164,136.8567,7.441079105546484,6.75,,16,14,19.692152,16.78034,['8487'],[],['8487'],1,0
23.6066,121.5399,4.85973331366948,2.9692307692307693,,2,3,41.939773,37.379086,[],[],['8321'],1,0
22.4556,118.0896,18.42491000647165,4.4727272727272736,,141,144,59.156035,59.338809,[],[],['8486'],1,0
34.4469,122.6692,60.06906941048263,3.17029702970297,,196,222,174.789953,204.930594,[],[],['8486'],1,0
12.8333,109.4193,9.398077186776224,2.2875,,3,2,37.889473,42.613824,[],[],['8484'],1,0
20.9108,112.4463,9.136581679020347,3.4,,77,74,77.49042999999999,73.454469,[],[],['8486'],1,0
19.1693,108.5709,2.8393805654020547,3.657142857142857,,6,6,3.335848,5.5597460000000005,['8486'],[],['8486'],1,0
21.5718,112.3027,44.603240486256,2.406802721088435,,7,10,7.239047999999999,13.662062,[],[],['8486'],1,0
21.727,112.8982,5.695793643195924,1.0115384615384615,,6,6,8.053076,5.4203410000000005,[],[],['8486'],1,0
21.8436,113.171,12.627136000520704,3.410810810810811,,2,3,1.517175,3.034104,[],[],['8486'],1,0
21.461,111.9242,23.80488834043657,3.7416666666666663,,17,14,7.638537,11.597907,[],[],['8486'],1,0
39.2312,121.5212,11.056345624181738,3.79,,3,4,6.890236,5.285176000000001,['8486'],[],['8486'],1,0
22.2661,114.0661,33.93510475929114,2.7343283582089564,,1,2,2.339523,0.0,[],[],['8486'],1,0
21.6298,114.3309,22.279500789473943,2.430645161290323,,42,41,48.591688000000005,44.827707,[],[],['8486'],1,0
29.3902,126.1064,36.581059276687576,2.887323943661971,,265,282,317.766719,312.358406,[],[],['8487'],1,0
35.0846,121.8017,56.2152995311241,3.3362499999999997,,143,123,121.857891,105.332477,[],[],['8486'],1,0
-3.7442,-179.3238,98.00243153041292,3.6867796640274895,,419,439,501.811969,584.328,[],['63203'],[],1,0
26.6127,120.2182,13.486243300368766,2.7,,5,6,6.068528000000001,8.624263999999998,[],[],['8486'],1,0
29.3794,125.6739,48.13195406211788,2.196428571428572,,289,286,276.154812,276.510188,[],[],['8486'],1,0
33.0183,124.0039,11.355877039827584,2.091836734693878,,157,151,157.47365599999998,152.29684400000002,[],[],['8327'],1,0
21.4926,111.9815,65.00956804982796,3.67967032967033,,13,9,1.111949,4.555772,[],[],['8486'],1,0
24.5956,121.9031,5.289214045357896,2.8000000000000007,,3,4,0.0,2.022049,[],[],['8321'],1,0
22.5585,120.2685,6.275862944634159,1.7615384615384615,,4,0,0.0,1.026787,[],[],['8321'],1,0
21.9776,113.3839,10.526501974605786,4.316666666666666,,3,4,2.062399,0.0,[],[],['8486'],1,0
21.0954,110.6663,4.853379402638543,1.9588235294117649,,9,10,2.454019,3.335848,[],[],['8486'],1,0
12.6978,109.658,27.176778933964663,2.75,,20,24,41.289238,56.007297,['8484'],[],['8484'],1,0
20.663,112.7174,9.784834692757356,2.855555555555555,,102,101,104.734414,104.939219,[],[],['8486'],1,0
21.7538,113.1688,14.173869111740943,3.6880000000000006,,11,9,11.167326,7.035859,[],[],['8486'],1,0
20.663,112.7174,9.784834692757356,2.855555555555555,,102,101,104.734414,104.939219,[],[],['8486'],1,0
22.6688,113.6535,4.4796201578797765,1.065625,,5,6,1.026115,1.02604,[],[],['8486'],1,0
30.8587,127.0777,9.36811901478617,3.93076923076923,,178,169,237.392828,231.403734,[],[],['21796'],1,0
23.4171,117.5031,5.644813829078921,3.975862068965517,,19,21,16.726634999999998,19.572324,[],[],['8486'],1,0
29.5239,126.1646,14.708133909323582,2.6733333333333333,,268,274,319.581188,318.5875,[],[],['8487'],1,0
3.33,101.0443,4.839581274028873,2.37,,17,13,17.906412,13.914119,[],[],['8483'],1,0
37.905,120.6107,2.8674348126300773,1.8900900900900897,,5,4,4.526119,4.154951,['8486'],[],['8486'],1,0
21.49,111.9809,66.00620826368637,3.80608108108108,,13,9,1.519027,4.555772,[],[],['8486'],1,0
30.8664,127.0826,10.827191520728196,3.842857142857143,,178,169,238.272812,231.005344,[],[],['21796'],1,0
19.8192,-17.255,8.472317155654407,2.1256198397229547,,67,68,106.398781,100.191891,[],[],['8369'],1,0
30.4598,125.3774,6.327694994786205,3.2,,234,235,214.615875,215.091766,[],[],['8486'],1,0
4.5129,99.9953,34.025426921325426,3.423076923076923,,68,51,69.464422,58.487387000000005,[],[],['8483'],1,0
4.1365,100.1185,37.44573951565141,3.029411773471271,,55,38,50.904008000000005,38.263617,[],[],['8483'],1,0
22.9228,120.0405,5.392796573473237,2.661290322580645,,13,10,14.352448,11.650386,[],[],['8321'],1,0
23.0128,120.0711,33.08890449038674,4.429411764705884,,5,0,10.296146,6.780164,[],[],['8321'],1,0
10.2825,107.1397,11.476909008618351,2.412121212121212,,7,10,8.353985,11.438733,[],[],['8484'],1,0
33.208,126.436,5.392767320506227,1.780392156804309,,4,3,5.155939999999999,3.883705,['8327'],[],['8327'],1,0
-18.1255,-105.0987,37.24872482347553,3.234782612496527,,1065,1096,1068.938625,1099.8865,[],['63203'],[],1,0
28.8353,-89.212,12.95924987758086,3.268421052631579,,18,15,6.595564,15.933903,['8456'],[],['8456'],1,0
30.8966,127.0659,14.782232798947426,3.7620689655172432,,177,166,237.884594,230.881625,[],[],['21796'],1,0
-28.8863,14.5083,9.55500194489274,3.3479999999999994,,159,151,198.131891,195.009125,[],[],['8395'],1,0
30.6677,122.7515,5.38098143638164,3.92608695652174,,6,3,1.913016,1.111949,[],[],['8486'],1,0
29.6749,125.53,9.249611356038196,1.684375,,262,265,253.159469,256.411719,[],[],['8486'],1,0
69.6051,16.7391,23.04655334775281,3.6044776119402986,,13,27,19.334066,33.393922,['5686'],[],['5686'],1,0
29.6974,126.299,9.186110908692084,2.76,,276,275,321.768375,326.035844,[],[],['8487'],1,0
20.1754,107.1237,4.929407115441481,2.6500000000000004,,56,56,55.484066,52.000465,[],[],['8484'],1,0
36.5401,122.627,6.980369318535433,2.2214285486510823,,40,40,30.121217,28.78051,[],[],['8486'],1,0
30.6772,122.7776,2.284703540979956,2.7555555555555555,,4,3,0.0,0.0,[],[],['8486'],1,0
21.4571,108.0588,4.7783203355392,2.377777777777777,,4,3,8.57348,8.926478999999999,['8484'],[],['8484'],1,0
10.9717,108.7885,44.10491288410151,3.039772727272728,,25,23,113.251008,106.341742,[],[],['8484'],1,0
21.3693,112.3089,7.716312647681729,2.8833333333333333,,23,25,23.525574,25.328471,['8486'],[],['8486'],1,0
29.7465,126.1989,9.867074612038357,3.34,,283,288,313.299094,311.82006199999995,[],[],['8487'],1,0
29.5497,126.4406,6.729754956941781,2.358333333333333,,254,256,312.662938,313.100844,[],[],['8487'],1,0
39.6364,-13.0259,34.771056211021374,4.355555567476484,,307,292,307.508031,291.989906,[],[],['5688'],1,0
21.6282,114.3281,39.32383499783662,2.843697478991597,,42,41,48.591688000000005,44.827707,[],[],['8486'],1,0
20.3749,108.8597,10.76150968370581,2.6904761904761907,,62,63,47.825152,36.694324,[],[],['8486'],1,0
20.6579,113.5688,5.073625093119653,3.2,,126,128,126.609133,126.334523,[],[],['8486'],1,0
20.4401,111.1766,21.926687971573745,2.8120000000000003,,46,53,53.972117,68.323898,[],[],['8486'],1,0
21.1761,113.8795,169.11243846589784,3.157330415754925,,89,70,90.158039,76.835742,[],[],['8486'],1,0
21.7554,113.1704,18.624784637944032,3.8085714285714287,,11,9,11.167326,7.035859,[],[],['8486'],1,0
21.5081,114.1913,67.19614659126022,3.454891304347827,,42,53,52.271824,48.969316,[],[],['8486'],1,0
20.6647,107.225,4.092589047065684,0.7117647058823531,,12,12,18.638924,17.220406,['8484'],[],['8484'],1,0
21.4754,111.3787,13.951989984934652,2.2547619047619043,,3,3,6.595415,8.925424999999999,[],[],['8486'],1,0
17.4161,108.1711,5.484688295546953,1.3200000088661907,,90,94,118.675664,123.4935,[],[],['8484'],1,0
17.4485,108.116,6.2978096872324905,2.3705882352941177,,87,90,121.580211,128.315961,[],[],['8484'],1,0
17.429,108.1641,7.740181809092317,2.4545454545454546,,91,94,119.907609,126.659695,[],[],['8484'],1,0
20.7514,112.9614,17.360980237602472,2.282142857142857,,94,92,95.902695,93.592922,[],[],['8486'],1,0
34.4653,122.6832,54.795222003181614,3.675238095238096,,206,214,182.652625,212.141859,[],[],['8486'],1,0
34.5142,121.7734,51.61521981493553,2.662011173184357,,122,161,102.054086,139.747922,[],[],['8486'],1,0
51.7876,155.7913,52.23972351896165,2.1537216777602834,,54,42,58.690969,51.568094,[],[],['5690'],1,0
33.8848,124.416,24.54894598299174,3.4945945945945955,,72,58,75.126508,62.393793,[],[],['8327'],1,0
33.5887,122.8924,1.2087858839645862,3.0222222222222226,,195,195,163.520844,163.520844,[],[],['8486'],1,0
28.2474,121.5716,1.5023628068818893,0.3891840607210626,,2,2,0.0,0.0,[],[],['8486'],1,0
11.1195,108.7396,6.036188968548396,1.5984375000000004,,6,7,97.082766,96.57393,[],[],['8484'],1,0
31.2979,122.8296,7.1450386545308175,3.9725,,47,53,10.08628,14.882264,[],[],['8486'],1,0
13.1903,100.7392,11.313329332418892,2.288235294117648,,8,8,3.936816,5.664149999999999,[],[],['8332'],1,0
19.137,-16.5401,36.51984481822939,3.104464286406125,,19,12,130.155484,141.66175,['8369'],[],['8369'],1,0
10.213,106.8553,21.38126706927101,3.028571428571429,,6,9,19.416521,15.31933,[],[],['8484'],1,0
21.0059,112.7085,18.521954992640893,2.3304347826086955,,66,62,70.07851600000001,65.61318,[],[],['8486'],1,0
34.6827,128.0801,2.4500091425108605,2.636363636363636,,4,5,3.804103,4.279883,[],[],['8327'],1,0
19.0264,107.2241,4.002566385288244,0.95,,129,130,132.395578,134.606219,[],[],['8486'],1,0
32.504,124.0744,21.533316611588667,3.565999999999999,,205,189,182.043719,189.910094,[],[],"['8327', '8486']",1,0
19.9073,108.8585,67.45192131039785,3.3771428571428563,,36,30,14.213685,12.926894,[],[],['8486'],1,0
20.388,111.3066,22.56640713427967,2.8166666666666664,,40,49,68.767648,77.90952300000001,[],[],['8486'],1,0
40.1423,14.9069,33.16007034620408,1.7736346512443586,,17,4,18.438729,7.829795,['5682'],[],['5682'],1,0
22.0406,113.9621,8.624180549005027,1.2171428571428575,,2,1,1.030763,1.030617,[],[],['8486'],1,0
-2.7283,-15.2214,99.04979659185342,3.932110087723903,,552,624,556.803,629.318,[],['63203'],[],1,0
-3.21,-81.6932,3.5329230860750203,0.6666666707467465,,113,116,125.373336,126.713969,[],[],"['48962', '8431']",1,0
21.1784,111.4828,11.470025882351951,3.0,,36,32,22.455258,19.635723,[],[],['8486'],1,0
30.9849,124.7339,9.187608501889954,2.547826086956521,,180,185,151.690234,155.621641,[],[],['8486'],1,0
20.6303,113.5508,36.7496125534237,3.4880597014925367,,126,127,126.443156,123.794922,[],[],['8486'],1,0
-13.6601,156.6228,16.74745405552506,8.878947368421052,,351,363,446.984188,433.040594,[],[],['8324'],1,0
