Model,Features,Training_Samples,Testing_Samples,Accuracy,Precision,Recall,F1,ROC_AUC
Random Forest Vessel Risk V2,8,4000,1000,0.98,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.9934759916492693
