MMSI,route_start_time,route_end_time_ppo,initial_distance_km,historical_route_distance_km_ppo,historical_duration_hours_ppo,ppo_distance_km,ppo_steps,ppo_reward,final_distance_km,destination_reached,total_turning_degrees,distance_difference_km,distance_change_percent,absolute_distance_savings_km,route_end_time_baseline,historical_route_distance_km_baseline,historical_duration_hours_baseline,baseline_distance_km,baseline_steps,baseline_final_distance_km,baseline_destination_reached,baseline_turning_degrees,baseline_difference_km,baseline_change_percent,ppo_minus_baseline_km,ppo_vs_baseline_percent
680520589,2024-07-02 06:00:42,2024-07-02 08:52:24,42.58065228017055,62.88588298141983,2.861666666666667,50.0,50,371.2393732297828,1.6172678774413534,True,662.6985056523026,-12.885882981419831,-20.49089934099689,12.885882981419831,2024-07-02 08:52:24,62.88588298141983,2.861666666666667,51.0,51,1.4524925016515255,True,0.0,-11.885882981419831,-18.900717327816828,-1.0,-1.9607843137254901
680520589,2024-07-02 18:04:08,2024-07-02 22:42:47,29.12646300971403,66.2440672488276,4.644166666666667,61.0,61,259.0956436714108,1.5913079989388248,True,12.333770928381,-5.244067248827605,-7.9162821164493264,5.244067248827605,2024-07-02 22:42:47,66.2440672488276,4.644166666666667,61.0,61,1.5913079989388248,True,0.0,-5.244067248827605,-7.9162821164493264,0.0,0.0
680520589,2024-07-03 06:05:21,2024-07-03 09:03:32,42.61873777028931,57.93551162278536,2.9697222222222224,49.0,49,375.3451612902306,1.3186429475982384,True,615.0948514282771,-8.935511622785363,-15.423203096856971,8.935511622785363,2024-07-03 09:03:32,57.93551162278536,2.9697222222222224,49.0,49,1.777911908126086,True,0.0,-8.935511622785363,-15.423203096856971,0.0,0.0
680520589,2024-07-03 18:14:04,2024-07-03 21:20:23,32.52799324763499,60.68674049117095,3.105277777777778,37.0,37,311.8953269123691,1.4077169841546875,True,4.413959896738675,-23.68674049117095,-39.03116281985359,23.68674049117095,2024-07-03 21:20:23,60.68674049117095,3.105277777777778,37.0,37,1.4077169841546875,True,0.0,-23.68674049117095,-39.03116281985359,0.0,0.0
680520589,2024-07-04 06:08:48,2024-07-04 09:13:03,43.15059532417097,59.89267405844872,3.0708333333333333,49.0,49,374.57071018967264,1.9390507859490853,True,624.0446103935974,-10.89267405844872,-18.18698902610135,10.89267405844872,2024-07-04 09:13:03,59.89267405844872,3.0708333333333333,50.0,50,1.70652371578088,True,0.0,-9.89267405844872,-16.517335740919744,-1.0,-2.0
680520589,2024-07-04 18:24:30,2024-07-04 22:54:06,29.30269028047794,61.83592374556648,4.493333333333333,61.0,61,259.50242285669395,1.6980744315771772,True,22.260873798948865,-0.8359237455664825,-1.3518416074869697,0.8359237455664825,2024-07-04 22:54:06,61.83592374556648,4.493333333333333,61.0,61,1.6980744315771772,True,0.0,-0.8359237455664825,-1.3518416074869697,0.0,0.0
680520589,2024-07-05 06:49:08,2024-07-05 09:00:18,47.45756780468847,52.94490102063664,2.186111111111111,48.0,48,411.1009085004061,1.9366465008778333,True,526.5527885071401,-4.944901020636642,-9.339711521434785,4.944901020636642,2024-07-05 09:00:18,52.94490102063664,2.186111111111111,49.0,49,1.1157273958558118,True,0.0,-3.9449010206366415,-7.450955511464674,-1.0,-2.0408163265306123
680520589,2024-07-05 17:51:33,2024-07-05 21:00:07,41.24727498527884,59.69081499474828,3.142777777777778,48.0,48,371.1426084589616,1.3515779633577751,True,1.4740424618935322,-11.69081499474828,-19.585617981220164,11.69081499474828,2024-07-05 21:00:07,59.69081499474828,3.142777777777778,48.0,48,1.3515779633577751,True,0.0,-11.69081499474828,-19.585617981220164,0.0,0.0
680520589,2024-07-06 05:58:21,2024-07-06 08:54:20,42.24610292689239,61.796094270193066,2.933055555555556,51.0,51,366.9463765682364,1.617132756144926,True,731.6740921346625,-10.796094270193066,-17.470512332039874,10.796094270193066,2024-07-06 08:54:20,61.796094270193066,2.933055555555556,52.0,52,1.6181034130754437,True,0.0,-9.796094270193066,-15.8522870836485,-1.0,-1.9230769230769231
680520589,2024-07-09 06:07:13,2024-07-09 07:25:22,15.200755918367369,23.48586691077105,1.3025,15.0,15,192.44922791266663,1.4554551660779609,True,221.13324487287628,-8.485866910771051,-36.13180191734492,8.485866910771051,2024-07-09 07:25:22,23.48586691077105,1.3025,15.0,15,1.5989760096303405,True,0.0,-8.485866910771051,-36.13180191734492,0.0,0.0
680520589,2024-07-09 18:06:04,2024-07-09 22:15:04,29.612956135115773,69.16925244894095,4.15,61.0,61,260.2508636570791,1.9093550953373173,True,25.156848540817805,-8.169252448940952,-11.810525861865132,8.169252448940952,2024-07-09 22:15:04,69.16925244894095,4.15,61.0,61,1.9093550953373173,True,0.0,-8.169252448940952,-11.810525861865132,0.0,0.0
680520589,2024-07-10 06:18:20,2024-07-10 09:14:06,53.13156231977323,66.68985916579665,2.9294444444444445,52.0,52,450.2556108432478,1.915404007449247,True,698.863285497139,-14.689859165796648,-22.027125787260115,14.689859165796648,2024-07-10 09:14:06,66.68985916579665,2.9294444444444445,52.0,52,1.9224480844242555,True,0.0,-14.689859165796648,-22.027125787260115,0.0,0.0
680520589,2024-07-10 18:32:16,2024-07-10 22:06:22,40.86008937436534,66.22323621454356,3.5683333333333334,50.0,50,365.55490853112286,1.405546936052828,True,5.3722990019391546,-16.22323621454356,-24.49780038230857,16.22323621454356,2024-07-10 22:06:22,66.22323621454356,3.5683333333333334,50.0,50,1.405546936052828,True,0.0,-16.22323621454356,-24.49780038230857,0.0,0.0
680520589,2024-07-11 05:56:48,2024-07-11 08:26:40,24.327379561757624,45.36440801402063,2.497777777777778,28.0,28,247.12832649749183,1.8864120404387943,True,437.58135358693823,-17.364408014020633,-38.27760302449857,17.364408014020633,2024-07-11 08:26:40,45.36440801402063,2.497777777777778,29.0,29,1.777193127244005,True,0.0,-16.364408014020633,-36.07323170394495,-1.0,-3.4482758620689653
706899810,2024-07-02 15:01:33,2024-07-03 06:21:10,22.99554061061882,27.128808072346363,15.326944444444443,22.0,22,246.70613681931724,1.7101443603074058,True,105.10416052272524,-5.128808072346363,-18.905394069171773,5.128808072346363,2024-07-03 06:21:10,27.128808072346363,15.326944444444443,22.0,22,1.7101443603074058,True,0.0,-5.128808072346363,-18.905394069171773,0.0,0.0
706899810,2024-07-21 15:51:20,2024-07-22 15:24:36,35.44875345390643,63.645766057329496,23.55444444444445,35.0,35,338.8435823285454,1.094601718438316,True,65.92533083403305,-28.645766057329496,-45.00812517760657,28.645766057329496,2024-07-22 15:24:36,63.645766057329496,23.55444444444445,35.0,35,1.094601718438316,True,0.0,-28.645766057329496,-45.00812517760657,0.0,0.0
