vessel_id,record_count
298573123,183
403583666,183
650759870,182
521846289,181
300003958,181
675157941,181
674918230,181
577189381,180
535892613,180
777516709,180
781240282,179
719743121,179
212216703,178
524164198,178
402739183,178
672444288,177
785054089,177
320724355,177
778173523,177
215095658,177
200226581,177
651198995,176
449927078,176
588953043,174
333221792,174
281409117,174
628164858,173
383851103,173
669595390,173
402452096,173
271116358,172
440847451,172
656338035,172
740054903,172
238684338,172
440606403,171
697188067,171
543046183,171
589648981,171
595494445,171
783993018,171
547642573,170
207143519,170
571249911,170
292818912,170
393623523,170
361299103,170
780053364,169
699030518,169
416088527,169
522919010,169
557787375,168
564772073,168
665422004,168
428464846,168
222841723,167
244668144,167
388339557,166
659553504,166
377918289,166
499604639,165
743056129,165
647888118,164
313118976,163
498717329,163
594697670,163
625418886,163
217113764,162
646357607,162
594046841,161
516732671,161
713443086,160
346228345,160
272027730,160
530515438,159
529657830,159
550812052,159
331676704,158
619714048,158
262776554,158
576137263,157
318001334,157
786689601,157
486064287,157
402766917,157
522483190,156
636719230,156
398239636,156
257109942,156
553855780,156
428646688,155
434237541,155
525323209,155
248080721,155
759697392,154
776136598,154
743217795,154
497938784,153
729386293,153
370553322,153
298711377,153
212547482,153
478516110,152
399627801,152
346734966,152
696999364,152
449387257,151
379351930,151
445956551,151
301299344,151
364976030,151
306616838,151
476611991,150
798895293,150
588771162,150
379889646,150
359384840,150
668406680,150
240061193,149
395454858,149
471182459,148
638544485,148
579938519,147
502256032,147
208711063,146
578463903,146
309402594,146
357396231,145
604058431,145
212790390,145
368466122,145
439166647,144
260424134,144
448193250,144
356058001,143
256443771,143
307253615,143
252430895,142
330979532,142
625339415,142
383076402,142
249139788,142
430127495,141
553196124,141
546809612,141
249939325,141
204119118,141
312002556,141
402534811,141
448672140,140
603559888,140
786885146,140
631935330,139
296682580,139
373612346,139
418908932,139
343386568,138
505428201,138
527581389,138
795521901,138
211305757,136
351985275,136
522254826,136
573649456,136
260170523,136
621258679,136
419536397,135
746940719,135
343374778,135
225227564,134
301155704,134
208052778,134
753638479,134
582507307,134
291512182,134
486921958,134
284169439,134
694251846,134
239763471,134
784062028,133
376515327,133
441345619,132
242900766,132
383891490,132
745463019,132
629883873,132
753123486,131
357524002,131
584014522,131
426644463,131
239235596,131
356574822,130
772173657,130
212705706,130
772672690,130
597078516,130
478909945,130
231175271,129
343520733,129
569200937,129
546349571,129
576469450,129
361903814,128
526151977,128
487830171,128
745352141,127
547170843,127
329810054,127
565721250,127
259479084,127
315039092,126
434211228,126
710462733,126
786981321,126
620118484,126
469854014,125
347535600,125
725958798,125
628650043,125
639663551,124
616035853,124
278636292,124
338523669,123
350563451,123
784785305,123
472667028,123
288640514,123
385522537,123
317397909,122
720751856,121
679953813,121
658894886,121
349136806,120
287143206,120
236945984,120
397263710,119
504414583,119
742229469,119
296172506,119
685629645,119
648247798,118
536813764,118
390736826,118
330827732,118
543300578,117
203167584,117
491994815,116
760939641,116
593122877,116
532112432,116
504248163,115
244308478,115
541906093,115
359836263,115
498929867,114
263734137,114
750259408,114
783490368,114
394848580,114
354505716,114
403132523,113
346092209,113
643985485,113
553993594,113
307500869,112
413376468,112
721321978,112
353510429,112
714295019,112
749222322,111
321391683,111
450327456,111
655868109,111
611573422,110
535823373,109
673946608,109
291509727,109
790251031,109
486313524,109
411123478,109
239631243,109
662426343,109
578727380,109
799131660,108
479233106,108
345505849,107
739322141,107
747783168,107
437296562,107
777606805,106
209069880,106
451047239,106
431495580,106
778248518,106
456392460,105
616357068,104
416463706,103
499094018,103
702673193,103
500166901,102
717837733,102
500876690,102
299733161,102
663143895,102
293293087,102
778417632,102
517627196,102
289815143,101
727797788,101
259161818,101
510897299,101
238313893,101
399356946,100
722893433,100
282275962,100
670086002,100
313696896,99
391285916,99
613243403,99
684354845,98
240862776,98
275593618,98
557685304,98
621163946,98
659292369,98
674802512,97
253498925,97
432526505,97
773872307,97
338526936,97
275114735,97
333147212,96
280117832,96
690665586,96
259632102,96
744647780,96
322869822,96
444935674,95
344586314,95
451298756,95
749171640,94
330769008,94
586054681,94
257935747,94
297464425,94
658648106,93
313929812,93
599685068,93
615733590,93
715210963,92
548066833,92
466940330,92
646156891,91
345622888,91
524211571,91
560540701,91
697890427,90
305367712,90
435579498,90
597741670,90
222632197,90
229827652,90
635592023,89
601829886,89
218291547,89
772410768,89
558681008,88
204427503,88
741379601,88
280257994,88
700791801,88
787868445,88
353303500,87
567356527,87
659987097,87
209900123,87
251791716,87
238862231,87
789317295,87
368599736,87
205443570,87
318988219,86
535118967,86
216566719,85
631768569,85
701453662,85
726307903,85
749870652,85
544253549,85
697462510,85
270418512,84
474178869,84
667161280,84
454940244,84
369887143,84
781819611,84
713316638,84
371683703,84
525390821,84
620430215,83
379771953,83
373076088,83
289380097,83
262232846,83
341852114,83
423828980,82
561795090,82
569555401,82
642255319,82
703098015,82
585852960,82
483320194,82
754930281,82
533414162,82
233577352,82
425545926,82
595847888,81
544706588,81
796382103,81
297466328,81
696966023,81
250137166,81
471941008,80
481685392,80
763889074,80
504988880,80
274504123,80
490007760,79
713646245,79
729350640,79
751349851,79
599468619,79
646200820,79
682620031,79
693437183,78
280477932,78
216175341,78
264446936,78
363823627,78
268466201,78
457881972,78
325196726,77
640452750,77
533061368,77
661368448,77
543155565,77
494830357,77
550046859,77
330735938,77
477775410,77
733944774,77
346529023,77
612079842,76
304367224,76
665091406,76
396056905,76
711757557,76
432798061,75
341771445,75
239491640,75
316570744,75
440099710,75
554295708,75
562799871,75
305299111,74
517176602,74
230064102,74
395727044,74
422643991,74
288513100,74
510997157,73
386236939,73
254481895,73
481483391,73
458374351,73
622567557,72
580068371,72
455356530,72
610239754,72
383044523,72
434739319,72
252961670,72
486891386,72
380011996,72
239445702,72
622565462,72
277363814,71
269698304,71
535546773,71
259710128,71
749112353,71
511425050,71
427033619,70
470976235,70
730475629,70
661422673,70
716789515,70
667915881,70
726620302,70
579133119,70
372296391,69
759307228,69
356351246,69
655723033,69
544681340,69
501497528,69
709958775,69
517929657,69
773715351,68
200113231,68
441906204,68
628102365,68
430630426,68
345882111,68
753305434,67
576505937,67
619041741,67
374871152,67
543780151,67
396114822,67
482914839,66
676189527,66
779585939,66
694310652,66
420284252,66
691354719,66
428968654,65
388070735,65
687883639,65
764102810,65
238128547,65
523389544,65
799536674,64
738195768,64
578892033,64
695099303,64
340669999,64
376098447,64
306737617,64
252449749,64
638573803,64
447733750,64
704593388,63
726744924,63
268672980,63
686152372,63
457147461,62
389558195,62
572774501,62
458388468,62
382711663,62
426600897,62
353729169,62
521514943,62
547457866,62
682816422,62
360967526,62
574538195,62
286586069,62
270849949,62
347728246,61
643933542,61
428210399,61
527983774,61
693245872,60
251811776,60
507687714,60
595385288,60
328453409,60
770099668,60
472289954,60
592093977,60
529855774,59
701634810,59
702746693,59
289421869,59
509469010,59
617319352,59
309086455,58
506372130,58
438987522,58
371408714,58
740855594,58
792809194,58
499839215,58
678145823,58
605886434,58
350577536,57
320862279,57
354974266,57
511948005,57
480928701,57
709392457,57
570796068,56
726666925,56
685766575,56
787692211,56
384214250,56
353080331,56
224494861,55
660107628,55
378604841,55
744255048,55
213771020,55
353003075,54
726752445,54
264596383,54
328979947,54
318597638,54
223952113,54
209689560,53
227923622,53
599279827,53
526957864,53
440404165,53
547555880,53
347872233,53
280295491,52
254354109,52
412562736,52
613073632,52
331604305,52
663661965,52
730173216,52
652114615,52
756618713,52
713351341,51
533771078,51
769762328,51
424876249,51
665075421,51
741520153,50
489430842,50
382573240,50
431270135,50
266059835,50
442556792,50
657854981,49
317822324,49
451912688,49
781798525,49
629343233,49
350118051,49
669713756,48
582021002,48
418308220,48
250555954,48
395897914,48
523201849,48
403785533,48
797436326,48
539086345,48
267783982,48
365187339,47
473506078,47
547266267,47
614328712,47
534384390,47
373707158,47
730804024,47
777263580,47
488700735,47
535672274,47
484094959,46
603072369,46
258661382,46
366683849,46
225479967,46
316083817,45
236935542,45
486717576,45
322821506,45
224966912,45
350770048,45
499349167,45
793602849,45
419552454,45
213428217,45
539668169,45
300203800,44
639666860,44
716508561,44
521771577,44
657400555,44
357940274,44
246211220,44
218417053,44
712780322,44
405864392,44
366367644,44
635097035,44
342324418,44
639771158,44
346463298,44
603269954,44
638280313,43
509546502,43
692468983,43
569122263,43
347977404,43
789202918,43
570826930,43
661116630,42
754118100,42
342375529,42
220115766,42
623593494,42
398040828,42
261233044,42
206715243,41
364485390,41
286100319,41
251253483,41
217764930,41
305334817,41
473859541,41
251799638,41
289529500,41
234577977,41
343732825,41
681312007,40
486521618,40
757202020,40
629547578,40
668602259,40
236571536,40
673872155,40
352436088,40
667841130,40
381781200,40
403942457,39
465718091,39
420589088,39
722301663,39
258499282,39
665213350,39
436109338,38
637380301,38
451299885,38
390607082,38
645217285,38
471000418,38
298150413,38
481389460,38
257606880,38
709309885,38
226388301,38
718534175,38
527345732,38
767042293,38
693515363,38
639829435,38
309490266,38
391225316,38
479117917,37
748300966,37
711683794,37
489550451,37
625580343,37
671021690,37
623437839,37
228967800,37
504192907,37
741329576,36
330853314,36
238814688,36
526139358,36
632381510,36
420373448,36
703284961,36
322807785,36
711127003,36
538834233,36
439544006,36
461141180,35
729627619,35
513709617,35
412330051,35
411141346,35
666019626,35
223976089,35
262130557,35
609138660,35
483471598,35
318098187,35
760471729,35
322280311,35
408693955,35
423960609,34
671347319,34
620993876,34
470422681,34
404380054,34
466980370,34
620075139,34
689871941,34
722640710,33
274949547,33
228716843,33
634770785,33
745575330,33
228232702,33
665540033,33
511191580,33
249567756,33
761850149,33
781521762,33
787263211,33
288286024,33
368945144,32
631618012,32
579007139,32
310747393,32
343588404,32
586266829,32
574259021,32
518891166,32
444011513,32
453542489,32
380361248,31
694419599,31
678074867,31
490255004,31
713079300,31
273376263,31
452338509,31
514331076,30
621986059,30
433361216,30
484272651,30
474570529,30
790865104,30
339309073,30
549747705,30
706096818,30
697754684,30
463314303,30
515649554,30
575029259,30
625482189,29
578614462,29
582607490,29
365702755,29
381566195,29
238328853,29
777143427,29
320947122,29
444097844,29
367634343,29
212391094,29
738382184,29
538112721,29
584102745,28
493993630,28
629604017,28
290809514,28
465458101,28
250598428,28
388020816,28
625379188,28
430939263,28
454569615,28
710386257,27
570139756,27
493992162,27
705779432,27
292856352,27
259622771,27
459371332,27
242418560,27
233797957,27
736699625,27
245803342,27
330312489,27
486504452,27
447546106,27
517083396,27
651324999,26
455227212,26
466321007,26
605200059,26
220755218,26
213660177,26
729978331,26
431164643,26
659925661,26
587665280,26
512927445,26
603987587,25
392383923,25
636120444,25
288433605,25
450466745,25
396933201,25
790458693,25
573015546,25
750605123,25
222969468,25
554160409,25
671513150,25
435439565,25
280201381,25
207708699,25
565262356,25
255447982,25
486055019,24
457958782,24
619959153,24
723707897,24
529098536,24
688863607,24
235456311,24
213944077,24
355269358,24
590752980,24
708662097,24
410314841,24
679443250,24
585190722,24
596150135,24
526654976,24
313783224,24
708333372,24
341635827,23
691230351,23
764727954,23
628835773,23
268518502,23
267453099,23
325551523,23
463694650,23
743429694,23
554939260,23
689611783,23
593359127,22
403358871,22
796989407,22
334399229,22
621989869,22
783070908,22
609330989,22
409963138,22
308283915,22
347908573,22
427773825,22
505426189,22
341360156,21
569809706,21
606772964,21
697198375,21
240059863,21
535271467,21
458481223,21
353815230,21
564991624,21
406924493,21
294178906,21
605289282,20
402276340,20
639820426,20
369147117,20
648026358,20
215060900,20
663627748,20
203527661,20
313901059,20
521494265,20
696354467,20
364102602,20
378001875,20
378793082,20
703089600,20
404958837,19
458331050,19
243523903,19
692172142,19
499129301,19
567982887,19
670136515,19
725778343,19
213689986,19
324307950,19
246550431,19
660448775,19
538920852,19
602961452,19
395697259,19
766949201,19
701139817,18
649188344,18
450529093,18
593280809,18
253360839,18
233268653,18
505971520,18
611153622,18
491517293,18
466577640,18
772087718,18
243747370,18
730428020,18
388570927,18
468868196,18
460239591,18
517062535,17
428324894,17
455951532,17
720214221,17
381827305,17
777791387,17
634611411,17
582091735,17
553374435,17
744032352,17
203662835,17
561434092,17
768917319,17
610309444,17
625307658,17
764915666,17
413106972,17
223875262,17
569975084,17
413411006,17
336904305,17
574306985,17
489637144,17
483570344,17
729234124,16
460101072,16
661945987,16
275533605,16
779775382,16
505364285,16
447721654,16
421935445,16
767863762,16
375588953,16
558402948,16
234379907,16
627763215,16
523910177,16
653727276,16
339130681,16
466684590,16
302717990,16
526774746,15
605124372,15
290519727,15
297337332,15
509388398,15
752632733,15
533828932,15
355718134,15
250419657,15
606327076,15
661078065,15
249002046,15
233231969,15
342429505,15
496124120,15
667335565,15
396326703,15
636875348,15
740327210,15
781375712,15
236823195,15
696888895,15
326470886,15
514033693,15
649270046,15
686987844,14
286068399,14
672006605,14
503950844,14
352148150,14
768288072,14
575314661,14
799007797,14
357029554,14
706589040,14
511262022,14
426097015,14
724096123,14
206219065,14
229236617,14
609858151,14
476142571,14
652650093,14
528353548,14
655505848,14
370710986,14
651749931,13
454429856,13
413923922,13
348583054,13
238182057,13
611705284,13
332059257,13
509195242,13
770986769,13
657075415,13
744813509,13
781013859,13
531084281,13
372894817,13
655476705,13
352562611,13
599688370,13
731322636,13
559510036,13
563112008,12
485639522,12
404212479,12
745527503,12
317386444,12
254310315,12
723662516,12
292203820,12
334038292,12
748883642,12
672026041,12
606675068,12
748646169,12
336703849,12
387176909,12
413972564,12
305550959,12
385013518,12
290245522,12
594610063,12
314458799,12
201542249,12
708459858,12
683336922,12
554408875,11
547029600,11
613124093,11
474971872,11
661814788,11
730362936,11
283508262,11
689229601,11
768699668,11
210605917,11
295159601,11
786056169,11
258498179,11
619963811,11
689359587,11
754986860,11
791827516,11
235416422,11
547010994,11
744009424,11
436034353,11
550323949,11
621010570,11
330914241,10
495082594,10
717429853,10
347545024,10
266813596,10
240916330,10
772786103,10
534376695,10
539563340,10
360709721,10
213280458,10
253506991,10
790404094,10
544967776,10
423193505,10
715691374,10
663018727,10
398501496,10
702284965,10
716997655,10
696439957,10
502647527,10
710797569,10
606034394,10
550216799,10
526955552,10
634000117,10
652360413,9
713146016,9
735183050,9
557056821,9
630279006,9
346959583,9
364024240,9
277300583,9
255701168,9
700779696,9
749054947,9
789501981,9
660556063,9
624052768,9
601104708,9
361109086,9
651086329,9
771892197,9
208897850,9
514184176,9
676094511,9
395751846,9
775183594,9
654542380,9
373602696,9
483895792,9
772955770,9
626880875,9
691196340,9
661670445,9
741896455,9
648387542,9
537311977,9
590519834,9
547835419,8
340025678,8
505323626,8
590381954,8
209557617,8
636597549,8
707157978,8
344306570,8
397097022,8
739874428,8
479687740,8
793918558,8
798953185,8
410409119,8
764213142,8
285565287,8
207442852,8
572314830,8
779365743,8
796746072,8
501816855,8
449537443,8
503232010,8
498426889,8
243737490,8
242716484,8
502506316,8
247232987,8
290213152,8
540761068,8
306863480,8
386955878,8
339141089,8
663174045,8
661597664,8
645524491,8
274908548,7
367564240,7
457474095,7
478319930,7
348119569,7
336846280,7
547511936,7
725160623,7
551169954,7
583166105,7
234766050,7
744038957,7
265871921,7
611138073,7
242989330,7
781367495,7
618503048,7
264193798,7
710817060,7
721209107,7
732076617,7
791680558,7
606355716,7
250152362,7
485599153,7
252553768,7
716117403,7
307597082,7
647307236,7
715631569,7
733063549,7
300143427,7
344302736,7
254370597,6
689621722,6
794633819,6
249232604,6
295675578,6
488634638,6
677074329,6
541007264,6
747911700,6
396822036,6
345250355,6
323972414,6
713767109,6
665085885,6
777216476,6
568524238,6
459630158,6
342598253,6
451090651,6
735013327,6
315838149,6
714875951,6
594001238,6
404009820,6
375741268,6
466780310,6
487262111,6
642565721,6
723741386,6
389911951,6
469635352,6
544877320,6
785904621,6
460158031,6
361038229,6
779642023,6
206674516,6
694177561,6
262732337,6
360788763,5
518928643,5
662126716,5
730257703,5
528647693,5
398938834,5
420483119,5
694389584,5
658033594,5
709658626,5
493668023,5
545569324,5
269058945,5
359535416,5
289021018,5
374763979,5
698689542,5
421049128,5
538614215,5
652334378,5
679670914,5
200933278,5
512871992,5
628653505,5
749751429,5
559461212,5
633711824,5
350147878,5
762656295,5
430987703,5
234768650,5
741806891,5
750661379,5
535859199,5
386792612,5
763634696,5
560208171,5
210446364,5
475252854,5
420885981,5
575259056,5
734722791,5
597217937,5
338087381,5
335444882,5
551878794,5
248257206,4
664833540,4
700989276,4
239841446,4
581848980,4
362818055,4
223782220,4
641338310,4
234837183,4
429791021,4
285008719,4
202259250,4
395719762,4
334763741,4
276872203,4
638340260,4
396908610,4
285590638,4
355827049,4
453647622,4
530946099,4
542410272,4
533196227,4
654580746,4
461444000,4
531692564,4
525959394,4
218657285,4
224743168,4
608249226,4
314883600,4
236133452,4
621368677,4
433313822,4
236263104,4
201245206,4
758399247,4
674102758,4
232783307,4
686342447,4
319546001,4
322616567,4
276345831,4
725487757,4
281213299,4
766265418,4
611036581,4
295981731,4
248633776,4
684540638,4
752456802,4
594498557,4
520802741,4
318262264,4
456803735,4
719306062,3
244876926,3
630397803,3
202338395,3
595020231,3
466146752,3
272724922,3
753775757,3
533726730,3
374713387,3
256167720,3
378642826,3
355318004,3
409205200,3
598407387,3
479384990,3
429691713,3
579691395,3
451764452,3
780558705,3
612957159,3
333509488,3
362403109,3
374043512,3
560119963,3
312368445,3
722609247,3
354762924,3
213491817,3
383645076,3
215219857,3
237721468,3
326704544,3
429821414,3
555406461,3
797338550,3
399987467,3
673241554,3
712530464,3
275324193,3
664951583,3
620738416,3
271316445,3
713974695,3
517407170,3
448447350,3
220563116,3
365632233,3
239854450,3
785758412,3
220150057,3
609145639,3
635236502,3
667962360,3
467057880,3
690279206,3
400359331,3
278039879,3
467485887,3
580018823,3
449149770,3
227374647,3
293465567,3
684913242,3
221317548,3
248743550,3
648775899,3
428888853,3
429683300,3
572406110,3
327243252,3
500838455,3
497117019,3
700668944,3
658095940,3
559826340,3
700785586,3
358322500,3
672781850,3
660419723,3
738663906,3
408301865,3
629484095,2
277165765,2
746473536,2
452180540,2
613947144,2
622427072,2
450541303,2
258198053,2
628186601,2
359034238,2
752588985,2
342785094,2
731431767,2
310777611,2
315293350,2
646648549,2
597492801,2
593543546,2
588498548,2
580789054,2
792205379,2
447041618,2
570427253,2
306396009,2
424577070,2
576996934,2
284049591,2
457109935,2
343350370,2
489495311,2
203953459,2
259922034,2
253234517,2
694452405,2
377925303,2
754878615,2
654690954,2
358862741,2
473681446,2
408818576,2
733374672,2
259432602,2
741573455,2
394746185,2
524279076,2
587392983,2
460268258,2
284223192,2
279825626,2
510164635,2
519686132,2
723727474,2
645051554,2
694604007,2
677085776,2
553886120,2
471476325,2
437040848,2
396538449,2
617344304,2
498443850,2
327748740,2
526471332,2
393884246,2
353166548,2
203670587,2
602342922,2
320204539,2
434690931,2
740779890,2
242950810,2
605762356,2
720557080,2
313623552,2
621183154,2
313033021,2
258816875,2
746017180,2
744274376,2
690296715,2
715577480,2
239572448,2
212881253,2
491543219,2
719441188,2
689901409,1
272586242,1
662081920,1
586302789,1
553678259,1
416423481,1
758720601,1
207589527,1
551632577,1
489566754,1
216227841,1
233377455,1
749924905,1
541313976,1
633372217,1
680554761,1
798224680,1
799488666,1
344706929,1
350006843,1
584388980,1
578623284,1
382709618,1
546796582,1
642421083,1
685230165,1
779706883,1
587135597,1
729375022,1
641929564,1
218325910,1
243219411,1
731493431,1
345297962,1
242625808,1
588125624,1
518948177,1
559611540,1
216786843,1
475291390,1
591090543,1
605210840,1
505419298,1
510708359,1
360848086,1
384259094,1
247931299,1
459055246,1
403994424,1
710712015,1
441679458,1
662263739,1
446554337,1
203311422,1
417683293,1
329313688,1
621959119,1
566334899,1
543525870,1
425033858,1
496684728,1
429660220,1
238356870,1
779426405,1
445894267,1
705373355,1
510592146,1
554204771,1
697715747,1
370654887,1
289607276,1
317715635,1
311427486,1
491415511,1
464258035,1
611805894,1
436491314,1
537232433,1
749511743,1
784939570,1
523542736,1
642605331,1
710042529,1
640321461,1
297359303,1
736413470,1
286154338,1
201582012,1
480612501,1
645620653,1
404475314,1
553044999,1
771842446,1
286436515,1
416513145,1
540534129,1
274950141,1
543751502,1
262826920,1
467739056,1
496838435,1
523240940,1
609417656,1
245097737,1
535370969,1
441921043,1
796047321,1
358321368,1
559370599,1
627804208,1
444852359,1
444713031,1
357150516,1
509147119,1
299534919,1
644361458,1
424937095,1
705656047,1
569472679,1
737787528,1
243196791,1
577375955,1
565429237,1
448102423,1
430205275,1
209572601,1
787316831,1
773203315,1
208011091,1
204595392,1
349868910,1
352276635,1
392053747,1
267686189,1
214243105,1
594451338,1
214448522,1
244803917,1
798687091,1
310557984,1
556118883,1
301770765,1
444496745,1
407894338,1
245093881,1
792844169,1
561910967,1
541283075,1
474774188,1
485063369,1
708728675,1
499291161,1
574978751,1
642445157,1
263782252,1
529422872,1
244189296,1
769312605,1
692974411,1
781778642,1
