vessel_id,record_count
280192680,1479
526088295,1474
796497768,1471
335282134,1468
457694179,1468
589293893,1464
373774553,1464
483295635,1463
286036030,1463
700849655,1462
359425256,1460
617770315,1450
654821258,1445
349780391,1445
589759396,1444
778435934,1443
535463752,1442
613703565,1442
204659690,1438
719422511,1436
736522056,1431
362538798,1428
794909103,1423
792571919,1423
718268608,1421
361275809,1420
427308257,1419
228211882,1415
582540208,1414
249194142,1414
591308439,1414
689912312,1411
615785007,1408
210192077,1398
736251569,1396
668793787,1393
226259949,1390
524985998,1389
462959893,1389
598551901,1387
291444362,1387
281098686,1386
451433880,1382
408330010,1382
325074539,1379
305745573,1379
771953526,1377
296423208,1377
255986343,1371
299208187,1370
360500006,1368
791945520,1363
379201679,1356
717883959,1352
752833965,1351
206670507,1347
516580345,1345
538262468,1344
614629337,1344
672667735,1343
767654708,1342
211452042,1338
292964673,1335
379958128,1335
761929025,1329
494395756,1313
679783869,1313
383311824,1312
398810510,1312
681462583,1312
538288573,1311
267532037,1310
663008887,1308
375195195,1307
713074961,1307
203471151,1306
754513202,1306
644036845,1302
728902561,1302
419962147,1301
529881251,1300
762336253,1298
549013636,1292
797239572,1291
761310519,1290
549159970,1289
654549149,1281
572997704,1278
363529897,1277
321050982,1277
724893686,1276
262239414,1276
720883630,1276
763404015,1275
378330116,1274
373954461,1274
441873570,1273
316677652,1271
723545000,1270
744799355,1267
630891790,1267
771481135,1266
635344542,1264
582758310,1263
354584421,1261
711340796,1257
537778064,1256
723187987,1253
391437397,1253
644146239,1252
472471051,1249
601972759,1249
228824945,1248
229292500,1245
551927388,1244
666172996,1240
468970120,1240
645939558,1238
399141006,1233
585961019,1227
580706694,1225
679110871,1220
213835043,1217
589477236,1217
452967422,1211
683010653,1211
242832479,1209
621800391,1208
573035859,1199
710528216,1198
394620262,1196
338016943,1196
760334367,1195
735907752,1191
492053564,1190
714009767,1188
343530890,1187
319131139,1186
542332251,1186
537534157,1186
757496454,1184
509008788,1183
784786778,1183
780552650,1182
572018857,1181
528123477,1178
540825721,1172
658520241,1171
277048020,1171
219678903,1170
410372036,1169
729237746,1168
203082781,1168
768982628,1164
476287041,1163
572527693,1162
229440531,1162
414871625,1160
338460588,1157
735724142,1156
521565805,1155
274340268,1155
534004730,1153
707570578,1150
739457459,1146
531113134,1145
274815718,1144
458315808,1143
764583175,1141
753852380,1139
429764052,1139
708351358,1136
276422299,1135
202914769,1135
369048697,1133
656768996,1130
441413127,1129
469824750,1127
399407233,1127
575429003,1127
251983844,1126
759178121,1124
345448789,1124
551319535,1123
268302637,1122
215409776,1121
575854397,1111
529899469,1110
213366490,1110
386964016,1109
680398450,1108
467269936,1108
204710876,1108
720825007,1107
386052731,1104
781150519,1104
482468749,1103
533245074,1103
602920122,1100
628550428,1099
694257307,1098
566735430,1098
639783669,1097
717837690,1097
274745228,1095
602647003,1089
400568034,1089
287292073,1089
463849966,1089
369968588,1088
503348870,1085
457401630,1084
389209489,1083
784127212,1083
654368352,1082
502333078,1082
578254319,1080
753134984,1080
744831034,1078
629246641,1077
210346783,1077
521189785,1076
436411191,1074
230190760,1073
426017488,1071
543511838,1068
682578052,1067
554675797,1062
395161015,1060
558342714,1058
550168727,1055
215901618,1054
642222019,1053
381860182,1053
544046256,1051
401188080,1050
530066587,1047
289365514,1046
709732520,1044
204645052,1039
760259628,1038
685496140,1038
406251276,1037
578487721,1037
736672008,1036
342865271,1035
336706978,1035
672010653,1032
249782334,1032
479285878,1029
253519956,1027
704804645,1026
396240806,1023
426791726,1021
743211114,1017
605525432,1017
351662163,1014
364199023,1012
307120710,1012
788502315,1011
294048061,1011
301558775,1009
542714934,1008
606466905,1008
661384676,1006
497546615,1005
234103040,1005
275221184,1004
376593383,1003
433792104,1001
282536107,998
771020209,998
616936803,997
584019801,997
769794166,996
742283251,993
224531643,992
656414947,991
597290766,991
421307601,989
659385800,988
426300745,987
593345381,987
618782198,987
319605890,986
613956314,986
319032496,984
736995680,983
502485062,982
727858825,981
367101255,980
594661852,980
217229109,978
408031424,976
463733305,975
570097488,974
278870395,972
492648552,971
469806909,971
549021477,969
325786369,968
497456795,963
734274238,962
704763667,960
374016019,959
229454484,958
682245304,957
698974364,957
610411161,953
657984576,952
232548356,952
440983944,952
497680082,950
445918277,945
295973074,945
410084242,944
344578312,944
793660369,943
455453598,942
574756024,940
304171694,940
345084243,939
269370311,938
206945702,938
586375525,937
238642550,936
311019715,936
560211497,935
605064715,934
440131730,933
355356403,931
449096704,930
725972837,930
386084114,929
517899417,927
627020376,922
343447383,921
796409223,921
694999206,920
239690191,920
490738548,919
752245828,918
535496149,918
212025107,918
399275160,911
570350496,910
655421806,910
687282970,910
651527354,909
370502392,909
369754642,908
752653704,907
310430251,906
715017559,902
735344150,902
520219499,899
664634440,897
752263651,896
356760762,895
663750348,892
412039722,890
251668625,889
718702956,887
510977854,886
596921373,885
706422274,885
797214743,885
362533436,884
587936968,883
645083552,882
567319840,882
372006337,881
587486115,879
505507405,879
405667933,879
341918658,879
244965071,878
796567741,876
431663375,875
592747529,873
400092899,872
250968017,871
659641514,868
437867645,867
799250696,867
398883040,867
441628267,865
668280060,865
286870611,864
523683506,860
567580224,860
395332242,858
533170023,856
339445665,856
788633572,854
666779654,853
288307613,852
678789042,852
488771000,852
472749007,851
301648072,850
641319236,848
742983397,848
672656854,843
291493035,843
381390265,842
539634884,840
268989434,839
364352360,837
500550806,837
528104089,834
475112323,832
563781494,832
427273585,832
302054251,831
367470471,830
459533826,827
700865705,826
215825820,826
732870213,826
276390518,826
280997490,823
438302186,823
230187660,822
512726249,822
722517395,822
363767002,821
227463591,819
325677069,819
444043557,819
710461889,817
483007579,815
221796314,815
598255407,814
529794849,811
485137757,811
753427490,811
317586521,809
699642109,808
568848344,807
674446539,806
346859660,806
292976956,805
393302576,804
299050514,804
653892259,803
306729184,802
598182011,802
563077047,801
385342551,800
452358038,799
343563816,798
525655233,798
373834759,796
703144566,795
759977738,795
536897920,795
270488561,794
746591288,793
783303564,792
310502494,792
652118479,792
480842903,792
731514595,791
348995683,789
508778426,789
260117121,788
378070412,788
637564634,788
634465750,787
641976872,784
559739527,784
691186704,783
574050036,783
476547662,781
367051701,780
627445625,780
628004339,780
282677501,779
299143300,778
340290754,778
782870097,777
747896226,776
362939435,776
210981130,775
797281960,774
588499910,774
506003566,773
473265570,770
640237098,770
467222079,770
526459452,767
255896524,763
503843722,763
537288086,762
627411620,762
434269250,762
529533975,762
616897892,760
685480902,759
618137403,759
677488035,758
375434414,756
434448739,756
385008459,754
314051703,753
513983259,752
449707700,752
397140803,752
609357012,752
489085323,751
600205295,750
240009300,750
612453156,749
657302472,749
659088318,748
735752005,748
534420599,748
342722240,747
619234630,747
698520821,747
313603717,747
361662736,746
653646414,746
783070654,745
369842216,745
589266524,745
504626560,744
412943463,744
491756340,743
514560865,743
622127199,742
549557016,742
499305266,742
445433469,741
608748820,739
234530212,737
313728010,736
223060729,735
643367498,734
339438525,734
341210865,733
461285502,732
724663678,732
633667440,731
398103281,729
709458774,727
649688944,726
504049508,726
288856956,726
275518725,725
547034646,723
263385636,723
506478480,723
606764774,720
423469807,720
396525310,720
212036707,720
586937661,720
755583996,720
264502893,719
564216401,719
216423248,718
718185713,717
269588534,717
522810759,717
392395823,717
530423006,717
400550185,716
404180464,715
544297935,715
234317012,715
477780408,714
783615950,714
759930625,713
463453760,712
545917462,712
468340977,711
589483612,710
624065945,710
255075187,710
502429537,709
415761144,708
435168412,707
548693116,705
609389684,705
578155661,703
425651825,703
474563899,702
451922506,701
401873982,701
374613492,701
746503021,701
566980348,700
200795022,700
491205073,700
499202498,699
389071283,697
671601384,697
482548798,696
459184942,696
640985968,695
702912203,695
288579123,694
763997916,693
241089328,693
335736360,692
405480310,691
320645008,691
716020256,691
564302736,689
751295627,689
296498519,688
754613628,687
570354153,687
221626303,687
783447903,686
676905730,686
543283773,682
413166833,682
473035195,678
697895598,678
378856584,677
600463220,676
263167087,674
600584564,673
308446603,673
686652299,672
523528200,672
205305601,672
400881045,672
548033820,671
655101605,669
539027655,669
523895640,669
485281986,669
447852597,669
706970082,668
345308452,668
694717216,667
384788639,667
337771338,665
599380532,665
460606717,665
397835709,664
765239069,663
369563744,663
448416717,662
652914222,662
564586402,662
379827734,660
643856977,658
709465009,657
248188779,656
276430910,655
411865756,655
316475228,655
794130151,655
739634627,655
441489953,654
316010378,654
241669282,652
669941554,651
734535580,650
364770956,650
393577771,650
582906084,648
435428441,647
445387083,645
577111576,644
660913214,644
319972792,644
381813319,644
337313958,643
694851793,643
672452069,643
537382773,643
790818863,642
288590075,641
443366564,641
554295764,640
732615081,640
307848903,640
643928824,639
219055850,638
242388868,638
430165698,638
394005104,637
619021859,636
204640258,635
374577501,635
217342778,633
645322869,632
281120248,632
455332330,632
616310848,631
694172636,631
565265529,630
252529767,628
545847880,627
217151068,626
403355949,626
591037728,625
441966446,624
696859731,624
726913438,624
235585018,624
691297301,624
389287448,622
224206338,622
557528867,621
396913583,621
738098849,619
237199849,619
376010827,619
268520205,617
387118360,615
225879214,615
585232936,614
310366356,613
357101945,612
661229089,611
241702306,611
780639768,610
444217992,609
259517096,609
247047546,608
406231025,608
442875911,607
348615240,606
271991494,605
730192796,605
373248834,604
708936969,604
650979325,603
770962211,603
727667278,603
486602426,603
202383236,602
420042586,602
795921445,601
290561097,601
466534769,600
635250229,600
300235331,598
477919929,597
237965517,594
386513624,593
565713090,593
477262618,592
785472168,592
619576805,592
700377978,591
520510013,591
420629377,590
649407085,589
631013993,589
562205153,589
495988477,588
242854214,588
617263297,588
736313530,586
471044062,586
441517711,586
214082517,586
266625042,586
458467504,586
380331243,585
713136341,585
226972884,585
499648210,584
364483574,583
695123020,583
572721412,582
778915364,582
724061011,582
758970903,582
274175421,582
723287654,581
345688778,581
722315620,580
335974421,580
392116671,580
460395737,580
741749463,578
706818738,575
607943970,575
746005885,575
573700450,574
732186141,574
376714992,573
530959884,573
657132451,572
332270119,572
679612745,572
759641135,571
712430334,571
229002284,571
412773020,570
470283701,568
618829575,567
488324664,567
508633003,564
492958683,563
443962362,562
543057874,562
604346975,561
374611142,560
242276648,560
235881482,559
551073348,559
541257875,557
607318099,556
751596360,555
604805991,554
689260385,553
323256232,553
269079914,552
697749933,551
704823772,551
759184585,550
398484312,548
686072001,548
450432821,548
444666727,547
620479410,546
260001033,545
739149655,545
500519578,545
375723477,545
482270006,544
739655129,544
465551675,543
557277932,542
720599842,542
792666607,542
477113118,542
554186676,542
515351468,541
629886905,541
311949219,540
272685054,540
505253717,539
271376930,539
695176632,537
358063458,537
633566986,537
720879884,535
289813504,534
749827231,533
687176418,532
334486574,531
721946984,531
263206089,529
708968596,528
578539506,527
223918407,527
702544975,527
577215595,527
327185992,527
288293189,526
701680949,526
641991730,524
508979524,524
438801130,523
608271596,523
536215567,522
496897649,521
629567454,519
462530969,519
447861657,518
283887878,518
420644464,516
304115003,516
246551801,514
336868302,514
348011864,513
268832786,513
319095802,513
685073407,512
214965879,512
597915344,512
659012568,512
453926664,511
758985896,511
412095274,510
717242562,510
735946639,509
357196203,509
507975997,509
424648649,507
587825594,507
756076792,507
566149469,506
211246242,505
315639014,505
541066239,505
249001334,505
521819424,504
240843376,504
737650131,503
299975470,503
741890700,503
799236226,502
559379058,502
301023213,501
749806153,501
689984092,500
487033890,499
214498105,499
290516314,499
472225533,499
705436245,499
607057472,498
456040284,498
743843063,497
587151866,496
567038095,496
291331534,496
743913940,496
531988800,493
419419836,492
387833621,492
372613075,492
521698274,491
656999805,491
637503342,490
513714346,489
551234350,489
214911356,489
580970595,488
643074064,488
659030600,487
259884572,487
630701246,487
521423665,486
375879601,485
371976985,484
245676119,483
238888138,482
762721737,482
428429254,482
408439623,480
620522752,480
345885664,479
335391710,478
492692599,478
693922637,478
753114582,478
287446259,477
329165705,476
392080373,476
746023584,475
422089720,473
443302861,473
656875434,472
272171680,472
544748168,471
492379331,471
256892767,471
526511388,470
335480893,469
600853957,468
710515809,467
691546860,467
367487105,467
549054355,466
718727267,466
213953044,465
499408151,465
235568812,464
491163647,464
442649680,463
557200646,463
473137442,463
286498758,463
761017352,462
792872514,462
564693848,461
788917849,459
703479310,459
420234298,459
451784407,459
448550668,459
625167429,458
298801622,458
446512674,458
799798897,456
750040275,454
473488149,454
734849447,454
316892437,454
545071738,453
667426093,453
213705620,453
483080149,452
240787181,451
556294292,449
364921191,449
515126238,449
706212482,448
759127175,447
514501607,445
325069497,445
401251593,445
794356063,444
315683839,444
714073869,444
621098718,444
671836032,444
241385271,444
237952316,443
746268567,443
402507319,443
792759592,443
629268584,442
724234255,441
482135373,440
775620352,439
565820239,439
612693081,439
550267268,438
361585017,438
674043828,437
528392171,437
236796961,437
778109563,437
420319144,437
538892307,436
496776545,436
541487598,436
754536692,435
293183306,435
353028435,434
573865629,434
407613371,433
535825057,433
580523101,433
664312185,432
687132784,431
637347674,430
325610459,430
476328650,429
776474901,429
674147307,428
230811771,426
368360414,426
234232391,425
622570714,425
321482127,424
297576308,424
419287876,424
203962731,423
432669081,422
605280200,422
340862210,421
415591579,420
638626783,420
422082961,419
584718304,418
784934671,418
447285320,418
498861906,417
432951184,417
220266481,416
478967177,414
765123008,414
492560186,413
444309590,413
359885892,412
223735901,412
715198460,411
495425575,411
327076888,410
684083948,406
381614227,406
795464911,406
316058561,405
766165932,404
617215082,403
463305849,402
659690519,401
318426528,401
680895422,401
438293817,400
613728916,399
544430751,399
539699011,398
264441027,397
538009402,397
505567153,396
671258764,396
369422507,396
692719151,395
417749277,394
660560555,394
214455346,393
627612143,392
744118702,392
369780327,391
559612436,391
501345256,390
773922050,389
638064435,388
317345896,387
252734661,387
529192478,386
306351967,385
695341291,385
248861397,384
571587303,383
750392522,383
238152337,382
725699113,380
316099249,379
547631130,379
726657431,378
745803579,376
242405790,375
597353212,375
452707874,374
515083606,372
526842844,372
380154722,371
339722056,370
259306081,370
325659652,370
433033900,369
698567864,369
692164682,368
579621840,367
452686712,366
369520233,366
536457057,365
696475536,364
536165521,364
400990244,364
558303060,362
404803695,362
352499724,361
773523297,361
404049454,361
213761562,361
268349177,359
726135183,358
775579480,358
691916881,357
542027674,357
369898830,357
365235788,357
755052863,357
774127728,356
470980730,355
495405064,354
505261363,354
601896032,353
782716644,352
698322711,352
554397255,352
247481155,351
304866322,350
647410859,350
467576885,350
598075784,350
721810972,349
572404795,349
499710824,349
295902661,349
718654514,348
544780219,347
326481652,346
379868864,344
439183282,344
657122045,340
587324154,340
200513032,340
482595235,338
246264476,338
540243793,338
300614510,337
277753295,337
280724535,335
210728842,334
535271009,334
702232606,333
574875776,333
233147770,333
684431581,333
648725337,332
297038457,332
413936318,332
704404352,332
385067941,331
672806442,331
542203400,330
203691065,330
206964585,328
781542216,328
306712739,328
585367273,328
541450446,328
544214702,328
751073627,326
585681947,326
616527273,326
410835974,325
688538966,325
484923957,324
605333142,324
721894109,323
600132040,322
204738335,322
320448206,321
613944548,320
766931802,319
624256427,319
331448101,319
478922276,318
669361242,317
649568477,317
376162115,317
562802311,316
514320518,316
525697749,315
706536413,315
438606263,314
435183080,313
748752078,313
434063678,312
528997291,312
421250798,311
201413490,310
489310400,310
240045886,309
551621329,309
754165396,309
282073144,309
550107504,308
680871853,307
566089341,306
490442999,306
632107052,305
722068252,305
602730377,304
259428408,304
728437763,303
537854787,303
386777225,301
430733875,300
779192607,300
763580556,300
332111853,299
693804350,299
615980996,299
413280416,298
756018745,296
331767424,296
708333211,294
661284706,293
272008483,293
345746031,293
745836896,292
671066339,290
350702413,290
687513804,289
589950314,289
759964065,289
494345198,288
793354077,288
222287440,286
470274683,286
780802560,286
242666421,285
263808418,285
377023042,284
491448049,283
657288862,283
419936248,282
301774377,282
437152401,282
758927416,282
393193482,282
599029248,281
348838874,281
689390557,280
264618875,280
530412518,280
722505399,279
502448931,278
527551415,277
364022861,276
728809187,276
636065972,275
246425156,274
602239540,273
460290150,272
256508299,272
242285461,272
490435464,272
476716227,271
447356206,271
601074195,270
396057274,269
630763160,269
449164330,268
295014710,267
391926648,267
243097485,267
338045166,267
644426161,267
752241517,267
204622051,265
556248328,265
297075290,265
305202914,264
597799086,263
316515454,261
359092082,261
498860419,261
298543304,261
377305534,261
372174262,261
700167966,260
248362002,260
592812812,260
317282222,260
353829993,259
759567883,259
522266463,259
455015494,258
625892869,258
743171820,256
374010996,256
513456675,256
233893676,256
588591225,256
775931274,255
475248108,255
609738738,255
234409147,254
666134296,254
342712679,254
581861430,254
473109506,253
357513190,253
572234033,253
613547977,252
532036772,252
297961621,252
441533663,252
671757179,252
738436521,252
308362073,250
267837260,250
609323166,250
587193821,250
240467232,249
712906251,249
483305797,248
372291050,247
450862430,246
293748289,246
568423897,244
732157532,244
291875093,244
441843252,244
374866175,243
299601220,242
785356733,242
523156744,241
355221755,241
520323693,240
556837377,240
397796050,240
285509634,239
631566078,239
268306458,239
571702917,238
522238443,238
647328749,238
570808309,238
223359508,238
371037193,238
368263680,237
771334894,237
586556361,236
799044464,235
525211725,235
408574261,234
618405674,234
687174510,234
688234805,233
357811033,233
754539903,232
417488846,231
717097689,231
302552362,231
247647679,230
714951866,229
566972880,229
511694579,229
487065947,228
239990184,228
228579828,227
603992009,227
298053617,227
230247463,227
792012795,227
786437105,227
754669647,227
211915358,226
300036173,226
221498709,225
234614131,225
387477067,225
463496152,224
212599879,224
520414582,224
280257830,224
378170973,224
608856930,223
716246124,223
671576831,223
509254316,223
690181601,222
455279689,222
724367838,221
290641039,221
265313493,221
613007038,221
355170670,220
527853664,220
663503643,220
606493714,220
233126939,220
216322048,219
348893922,219
409453680,219
254829201,219
720049858,218
713698870,218
604746971,218
649666484,217
639574499,217
640840181,217
575080844,217
707720570,216
689964058,215
404935473,215
414351950,214
489530292,214
242801846,214
637335339,214
225429791,214
577227649,213
311798430,213
299889478,212
253623245,212
284017780,212
350757064,211
311272848,211
467633194,211
521419888,210
296370741,210
758839032,210
559579877,209
344005447,209
322418320,208
643982482,208
492111310,208
322416045,208
581338765,208
790879007,208
590675566,207
580259968,207
480280243,207
631625545,206
227420577,206
555724440,205
469712786,205
675325356,205
472274901,204
755511308,203
550318734,203
549565717,203
402548703,203
667912009,202
625124495,202
744834338,202
642578525,202
256063260,201
482876394,200
532270929,200
655890230,200
424328954,200
602774248,200
246391158,200
392740080,199
400854665,199
349954896,198
758294828,198
621681207,197
584457366,197
547650183,197
651969224,196
764497987,195
677891306,195
713088052,194
685542761,194
318775693,194
604509164,194
508525642,193
628285398,193
517616779,193
598980015,193
733322018,192
651745612,192
612768143,191
475448811,191
430049404,190
467504072,190
262942538,190
337157364,189
610916614,188
573310308,188
330570803,188
399809429,188
777938413,187
313343712,187
764939954,187
414294796,186
627747527,186
251618492,186
562640335,186
376605595,185
794337237,185
255600483,184
728019403,183
