MMSI,records,start_time,end_time,start_lat,start_lon,end_lat,end_lon,duration_hours,start_end_distance_km
496008645,20000,2024-07-01 07:57:08,2024-07-14 14:43:46,37.59787333333333,25.004476666666665,37.53642333333333,25.15521,318.77722222222224,13.285786126146832
500736053,20000,2024-08-21 16:26:45,2024-09-28 00:55:43,37.5049,24.9922,37.43868,24.94065,896.4827777777778,4.551110580825766
525791007,20000,2024-07-01 07:41:07,2024-07-16 15:15:55,37.281578333333336,24.811008333333337,37.118053333333336,25.35145333333333,367.58,47.86828714368938
526575618,20000,2024-07-30 16:34:46,2024-08-22 16:07:42,37.01034,25.26764,37.141196666666666,25.228161666666665,551.5488888888889,3.5115373464425974
531004359,20000,2024-07-01 00:00:11,2024-07-03 14:50:25,37.44015666666667,24.945251666666667,37.440165,24.945285,62.83722222222222,0.0029429615833874885
533187847,20000,2024-07-01 07:36:59,2024-07-15 08:43:56,37.49198666666667,24.954256666666662,37.45962333333333,25.18606833333333,337.11583333333334,20.45641327297537
534176328,20000,2024-07-01 09:00:38,2024-07-14 10:45:18,37.47515666666666,24.952001666666668,37.32405333333333,25.305913333333333,313.74444444444447,31.26422170641628
565464295,20000,2024-07-01 01:22:41,2024-08-19 15:13:39,37.10471666666667,25.37478833333333,37.10471666666667,25.374685,1189.8494444444445,0.009163782337969866
584196090,19831,2024-07-02 02:15:19,2024-09-30 23:59:53,37.32852333333334,24.84931333333333,37.43973833333333,24.945226666666667,2181.742777777778,8.477027669512971
587268510,20000,2024-07-01 03:21:11,2024-07-15 15:17:46,37.435805,24.937496666666668,37.43639666666667,24.943495,347.94305555555553,0.5296079163362701
596440147,20000,2024-08-15 22:36:54,2024-09-28 20:00:22,37.22020666666667,24.78986833333333,37.436805,24.94189,1053.391111111111,13.448147752879919
616620391,20000,2024-07-01 08:30:40,2024-07-16 09:05:11,36.95851666666667,24.973656666666667,37.43604166666667,24.992966666666668,360.5752777777778,1.9452676559232343
628693508,20000,2024-07-01 05:25:08,2024-08-24 07:46:34,37.118555,25.146065,37.27228333333333,25.228316666666668,1298.3572222222222,7.291574778575721
629870457,20000,2024-07-01 08:21:01,2024-07-17 12:36:42,37.49585,24.9555,37.437866666666665,24.9419,388.2613888888889,1.2055448470215935
630842022,20000,2024-07-01 06:51:49,2024-09-03 13:45:03,37.05316666666667,25.28566,37.34667666666667,25.260236666666668,1542.8872222222221,2.3226684551314034
653464635,20000,2024-07-02 20:27:23,2024-09-24 12:38:13,35.9081,24.98336833333333,37.46518,25.316358333333337,2008.1805555555557,29.841463273404745
675656627,20000,2024-07-01 00:01:54,2024-07-21 16:59:20,37.43913666666667,24.941158333333338,37.11368,24.976468333333333,496.95722222222224,3.1874287705777506
680520589,20000,2024-07-01 05:30:54,2024-07-11 08:26:40,37.01916666666666,25.2895,37.158,25.007,242.92944444444444,25.05934393158977
693780742,20000,2024-07-13 00:50:14,2024-09-03 20:41:56,37.14423333333333,24.690266666666663,37.43468333333333,24.94023333333333,1267.8616666666667,22.120368531659405
706899810,19149,2024-07-02 15:01:33,2024-09-29 05:04:37,37.48394666666667,24.954265,37.48610333333333,24.954091666666667,2126.051111111111,0.015856366814107604
708743043,20000,2024-07-01 07:31:06,2024-08-02 20:09:02,37.25821666666667,24.83735,37.157736666666665,25.206981666666668,780.6322222222223,32.73538878246964
716124575,20000,2024-08-21 09:43:53,2024-09-12 06:02:45,37.47653,24.952441666666665,37.407435,24.971011666666666,524.3144444444445,1.6449334868027454
723806186,20000,2024-07-01 13:12:23,2024-09-02 20:26:44,37.54241666666667,24.961016666666666,37.52568333333333,25.361316666666667,1519.2391666666667,35.29708991149331
738908931,20000,2024-07-01 07:03:07,2024-07-20 07:20:14,37.43223833333333,24.94732833333333,37.432295,24.943901666666665,456.28527777777776,0.302563814779309
741835389,20000,2024-09-02 12:01:17,2024-09-05 02:02:58,37.43705333333333,24.93982833333333,37.436365,24.93865,62.028055555555554,0.10404549556174099
743497398,20000,2024-07-01 15:18:59,2024-08-28 16:42:28,37.504803333333335,24.96887333333333,37.38194,25.24067,1393.391388888889,23.996376948206247
753812392,20000,2024-07-02 00:58:41,2024-08-18 22:07:39,37.105625,25.374075,37.105646666666665,25.37408333333333,1149.1494444444445,0.0007402010448864268
758938562,20000,2024-07-02 06:38:05,2024-09-26 05:45:30,37.18398333333333,24.733416666666667,37.426,25.09573333333333,2063.123611111111,32.04903896779836
764992475,20000,2024-07-01 03:21:26,2024-07-30 21:50:40,36.866105,25.71429,37.43185166666667,24.938043333333333,714.4872222222223,68.80592708177582
771283800,20000,2024-07-21 06:25:52,2024-07-24 04:32:59,37.246185,25.63833333333333,37.25568,24.92020833333333,70.11861111111111,63.56130107433906
791860098,20000,2024-07-01 02:49:15,2024-09-30 16:23:22,36.875655,25.769626666666667,37.41858333333333,25.81779166666667,2197.5686111111113,4.397003395357246
