MMSI,route_start_time,route_end_time_ppo,initial_distance_km,historical_route_distance_km_ppo,historical_duration_hours_ppo,ppo_distance_km,ppo_steps,ppo_reward,final_distance_km,destination_reached,total_turning_degrees,distance_difference_km,distance_change_percent,absolute_distance_savings_km,route_end_time_baseline,historical_route_distance_km_baseline,historical_duration_hours_baseline,baseline_distance_km,baseline_steps,baseline_final_distance_km,baseline_destination_reached,baseline_turning_degrees,baseline_difference_km,baseline_change_percent,ppo_vs_baseline_difference_km,ppo_vs_historical_difference_km,baseline_vs_historical_difference_km
706899810,2024-09-28 13:08:50,2024-09-29 05:04:37,31.508128580219683,38.24582673888874,15.929722222222225,31.0,31,242.84311780606689,1.5023585144784404,True,220.0,-7.245826738888738,-18.945404915305726,7.245826738888738,2024-09-29 05:04:37,38.24582673888874,15.929722222222225,31.0,31,1.8165065633534576,True,0.0,-7.245826738888738,-18.945404915305726,0.0,-7.245826738888738,-7.245826738888738
743497398,2024-07-01 15:18:59,2024-07-02 07:38:08,23.707843643624894,40.27534748560579,16.319166666666668,24.0,24,208.0746863787496,1.2821447846431957,True,165.0,-16.275347485605792,-40.41019755676229,16.275347485605792,2024-07-02 07:38:08,40.27534748560579,16.319166666666668,24.0,24,1.750610037250608,True,0.0,-16.275347485605792,-40.41019755676229,0.0,-16.275347485605792,-16.275347485605792
743497398,2024-07-05 15:34:40,2024-07-06 03:03:53,37.38779504950463,51.277508976297526,11.486944444444443,39.0,39,271.5594000258481,1.310576585574028,True,290.0,-12.277508976297526,-23.943263277419877,12.277508976297526,2024-07-06 03:03:53,51.277508976297526,11.486944444444443,36.0,36,1.5741193879390334,True,0.0,-15.277508976297526,-29.793781486849117,3.0,-12.277508976297526,-15.277508976297526
791860098,2024-07-02 20:54:00,2024-07-02 23:30:30,10.727663805063402,22.919943544634364,2.6083333333333334,22.0,22,139.30846844001428,1.9676661457193847,True,215.0,-0.9199435446343642,-4.01372517712735,0.9199435446343642,2024-07-02 23:30:30,22.919943544634364,2.6083333333333334,61.0,61,1.937629046056014,True,0.0,38.08005645536564,166.14376200887418,-39.0,-0.9199435446343642,38.080056455365636
791860098,2024-07-15 12:09:58,2024-07-15 16:31:28,28.32283067587317,50.59488124550779,4.358333333333333,30.0,30,225.10130492796603,1.946391449087528,True,215.0,-20.594881245507796,-40.70546414680312,20.594881245507796,2024-07-15 16:31:28,50.59488124550779,4.358333333333333,38.0,38,1.4515718712577643,True,0.0,-12.594881245507793,-24.89358791928396,-8.0,-20.594881245507793,-12.594881245507793
791860098,2024-07-17 21:39:50,2024-07-17 22:37:40,19.652549310872427,38.43851953269248,0.9638888888888888,19.0,19,185.21557168752537,1.7506739924178674,True,135.0,-19.43851953269248,-50.57041678246675,19.43851953269248,2024-07-17 22:37:40,38.43851953269248,0.9638888888888888,22.0,22,1.7254460647864769,True,0.0,-16.43851953269248,-42.76574574811941,-3.0,-19.43851953269248,-16.43851953269248
791860098,2024-07-17 23:40:21,2024-07-18 18:24:07,99.27066419958328,149.6669631771907,18.729444444444443,105.0,105,565.1470981277341,1.437894453008664,True,715.0,-44.666963177190695,-29.84423698388901,44.666963177190695,2024-07-18 18:24:07,149.6669631771907,18.729444444444443,113.0,113,1.62606496592948,True,0.0,-36.666963177190695,-24.49903599218532,-8.0,-44.666963177190695,-36.666963177190695
791860098,2024-08-04 19:19:07,2024-08-05 19:23:42,76.00588324450756,148.61560856672875,24.07638888888889,83.0,83,454.5674508101391,1.56782504083085,True,540.0,-65.61560856672875,-44.151222875938494,65.61560856672875,2024-08-05 19:23:42,148.61560856672875,24.07638888888889,94.0,94,1.3359216096758204,True,0.0,-54.61560856672875,-36.749577714918296,-11.0,-65.61560856672875,-54.61560856672875
791860098,2024-08-14 02:26:36,2024-08-14 17:28:22,40.566946791375415,45.423384815616025,15.029444444444444,39.0,39,286.74306452955767,1.8526338028084268,True,270.0,-6.423384815616025,-14.141140827989862,6.423384815616025,2024-08-14 17:28:22,45.423384815616025,15.029444444444444,39.0,39,1.7323312896962195,True,0.0,-6.423384815616025,-14.141140827989862,0.0,-6.423384815616025,-6.423384815616025
791860098,2024-08-15 20:25:33,2024-08-15 22:16:46,29.208995884423533,57.21501903197981,1.853611111111111,54.0,54,227.16532437131607,1.6140951569637134,True,390.0,-3.215019031979807,-5.61918721058679,3.215019031979807,2024-08-15 22:16:46,57.21501903197981,1.853611111111111,48.0,48,1.6802284745931984,True,0.0,-9.215019031979809,-16.105944187188257,6.0,-3.215019031979807,-9.215019031979807
791860098,2024-09-02 18:43:37,2024-09-03 00:08:06,68.6113611032837,121.33080870084284,5.408055555555555,81.0,81,418.54224366781193,1.3600019943569936,True,535.0,-40.33080870084284,-33.24036914670517,40.33080870084284,2024-09-03 00:08:06,121.33080870084284,5.408055555555555,112.0,112,1.5911054660181685,True,0.0,-9.330808700842836,-7.690386968283695,-31.0,-40.33080870084284,-9.330808700842837
791860098,2024-09-17 22:27:42,2024-09-18 17:02:05,121.33748911553684,182.60508992673184,18.573055555555555,128.0,128,668.9089073335409,1.6112844765396468,True,875.0,-54.60508992673184,-29.90337780214204,54.60508992673184,2024-09-18 17:02:05,182.60508992673184,18.573055555555555,137.0,137,1.5422149560869534,True,0.0,-45.60508992673184,-24.97470905385515,-9.0,-54.605089926731836,-45.605089926731836
791860098,2024-09-29 00:16:32,2024-09-29 03:38:52,53.53374660096317,99.03958682112024,3.3722222222222222,57.0,57,350.2904470747462,1.955240205523901,True,390.0,-42.03958682112024,-42.44725586047707,42.03958682112024,2024-09-29 03:38:52,99.03958682112024,3.3722222222222222,57.0,57,1.8996503494009345,True,0.0,-42.03958682112024,-42.44725586047707,0.0,-42.03958682112024,-42.03958682112024
