MMSI,route_start_time,route_end_time_ppo,initial_distance_km,historical_route_distance_km_ppo,historical_duration_hours_ppo,ppo_distance_km,ppo_steps,ppo_reward,final_distance_km,destination_reached,total_turning_degrees,distance_difference_km,distance_change_percent,absolute_distance_savings_km,route_end_time_baseline,historical_route_distance_km_baseline,historical_duration_hours_baseline,baseline_distance_km,baseline_steps,baseline_final_distance_km,baseline_destination_reached,baseline_turning_degrees,baseline_difference_km,baseline_change_percent,ppo_vs_baseline_difference_km,ppo_vs_historical_difference_km,baseline_vs_historical_difference_km
340402302,2024-08-25 09:05:16,2024-08-25 20:42:58,50.10945323531544,95.02045989407137,11.628333333333334,57.0,57,333.3446246632413,1.4281117124899798,True,380.0,-38.020459894071365,-40.01291925597551,38.020459894071365,2024-08-25 20:42:58,95.02045989407137,11.628333333333334,62.0,62,1.369503387485252,True,0.0,-33.020459894071365,-34.75089462930669,-5.0,-38.020459894071365,-33.020459894071365
340402302,2024-08-26 23:18:42,2024-08-27 01:08:30,29.83965613747678,32.13054132372207,1.83,67.0,67,228.8680452894085,1.2490340619061793,True,485.0,34.86945867627793,108.52434238490002,-34.86945867627793,2024-08-27 01:08:30,32.13054132372207,1.83,58.0,58,1.522507148971454,True,0.0,25.86945867627793,80.51360982573435,9.0,34.86945867627793,25.86945867627793
340402302,2024-09-02 23:15:59,2024-09-03 01:40:47,32.16678864736271,65.47154118741514,2.4133333333333336,84.0,84,235.4357376422432,1.6238101806912393,True,615.0,18.52845881258486,28.30001933137077,-18.52845881258486,2024-09-03 01:40:47,65.47154118741514,2.4133333333333336,73.0,73,1.7438130835948138,True,0.0,7.528458812584859,11.498826323691262,11.0,18.52845881258486,7.528458812584859
340402302,2024-09-08 08:10:25,2024-09-08 20:36:24,52.20517542183602,76.49846486062316,12.433055555555557,59.0,59,342.8882526534726,1.446731388472965,True,395.0,-17.49846486062316,-22.8742692974357,17.49846486062316,2024-09-08 20:36:24,76.49846486062316,12.433055555555557,65.0,65,1.655212501586555,True,0.0,-11.49846486062316,-15.030974649717294,-6.0,-17.49846486062316,-11.498464860623159
340402302,2024-09-09 23:38:10,2024-09-10 01:28:34,31.318363174751127,33.30396219858851,1.84,68.0,68,232.7446116811812,1.9168637266400612,True,490.0,34.69603780141149,104.17990986934878,-34.69603780141149,2024-09-10 01:28:34,33.30396219858851,1.84,59.0,59,1.7154975119171003,True,0.0,25.69603780141149,77.15609826899379,9.0,34.69603780141149,25.696037801411492
340402302,2024-09-15 07:59:23,2024-09-15 20:39:53,47.36790533228609,72.58928576389273,12.675,52.0,52,318.049320600114,1.7880328996177473,True,350.0,-20.58928576389273,-28.3640836897919,20.58928576389273,2024-09-15 20:39:53,72.58928576389273,12.675,58.0,58,1.5992331157790929,True,0.0,-14.589285763892732,-20.098401038614043,-6.0,-20.589285763892732,-14.589285763892732
340402302,2024-09-16 23:21:12,2024-09-17 01:13:30,28.849649779776847,29.88708721025226,1.8716666666666664,64.0,64,223.1165678138377,1.6012366702631726,True,470.0,34.11291278974774,114.13930220020195,-34.11291278974774,2024-09-17 01:13:30,29.88708721025226,1.8716666666666664,56.0,56,1.6440195392438564,True,0.0,26.11291278974774,87.37188942517672,8.0,34.11291278974774,26.11291278974774
340402302,2024-09-22 07:54:40,2024-09-22 20:49:42,51.23577024017285,76.95827733806388,12.917222222222222,57.0,57,336.1555819647056,1.8719177701683247,True,380.0,-19.95827733806388,-25.933893050114357,19.95827733806388,2024-09-22 20:49:42,76.95827733806388,12.917222222222222,64.0,64,1.535457468146069,True,0.0,-12.95827733806388,-16.838055354514363,-7.0,-19.95827733806388,-12.95827733806388
340402302,2024-09-23 23:09:01,2024-09-24 01:01:36,29.65600099902002,31.930864283130614,1.8763888888888889,67.0,67,225.85746507563104,1.71503725567877,True,475.0,35.06913571686938,109.82833225531184,-35.06913571686938,2024-09-24 01:01:36,31.930864283130614,1.8763888888888889,58.0,58,1.7682121294204731,True,0.0,26.069135716869383,81.64243687773264,9.0,35.06913571686938,26.069135716869386
340402302,2024-09-29 07:58:56,2024-09-29 20:19:05,50.26940843438732,76.58070275060011,12.335833333333332,56.0,56,333.3190045171646,1.5230734692676478,True,375.0,-20.58070275060011,-26.87452845349977,20.58070275060011,2024-09-29 20:19:05,76.58070275060011,12.335833333333332,62.0,62,1.2881136393403496,True,0.0,-14.58070275060011,-19.03965650208904,-6.0,-20.58070275060011,-14.58070275060011
