Model,Threshold_VHM0_m,Accuracy,Precision,Recall,F1,ROC_AUC
XGBoost NDBC High-Wave Detector,3.0,0.9896843333090326,0.6959152798789713,0.8487084870848709,0.7647547797173733,0.9969441110073751
